Day,one_dose_daily,two_dose_daily
2020-12-14,28406.85714285714,0.0
2020-12-15,28406.85714285714,0.0
2020-12-16,28406.85714285714,0.0
2020-12-17,28406.857142857138,0.0
2020-12-18,28406.857142857145,0.0
2020-12-19,28406.857142857145,0.0
2020-12-20,28406.85714285713,0.0
2020-12-21,28406.85714285716,0.0
2020-12-22,48158.49999999997,0.0
2020-12-23,48158.50000000003,0.0
2020-12-24,14369.875,0.0
2020-12-25,14369.875,0.0
2020-12-26,14369.875000000058,0.0
2020-12-27,14369.874999999942,0.0
2020-12-28,14369.874999999942,0.0
2020-12-29,14369.875000000116,0.0
2020-12-30,14369.875,0.0
2020-12-31,14369.874999999942,0.0
2021-01-01,13463.666666666628,0.0
2021-01-02,13463.666666666686,0.0
2021-01-03,13463.666666666744,0.0
2021-01-04,13463.666666666628,0.0
2021-01-05,13463.666666666628,0.0
2021-01-06,13463.666666666744,0.0
2021-01-07,6879.785714285681,0.0
2021-01-08,6879.785714285681,0.0
2021-01-09,6879.785714285681,0.0
2021-01-10,6879.785714285797,0.0
2021-01-11,6879.785714285623,0.0
2021-01-12,6879.785714285681,0.0
2021-01-13,6879.785714285681,0.0
2021-01-14,6879.785714285797,0.0
2021-01-15,6879.785714285797,0.0
2021-01-16,6879.785714285681,0.0
2021-01-17,6879.785714285681,0.0
2021-01-18,6879.785714285681,0.0
2021-01-19,6879.785714285797,0.0
2021-01-20,6879.785714285681,0.0
2021-01-21,46605.0,0.0
2021-01-22,34177.0,0.0
2021-01-23,10874.5,0.0
2021-01-24,10874.5,0.0
2021-01-25,37283.99999999988,0.0
2021-01-26,4142.666666666628,0.0
2021-01-27,4142.666666666744,0.0
2021-01-28,4142.666666666744,0.0
2021-01-29,17399.199999999953,0.0
2021-01-30,17399.20000000007,0.0
2021-01-31,17399.199999999953,0.0
2021-02-01,17399.20000000007,0.0
2021-02-02,17399.20000000007,0.0
2021-02-03,517.8333333332557,0.0
2021-02-04,517.8333333333721,0.0
2021-02-05,517.8333333332557,0.0
2021-02-06,517.8333333332557,0.0
2021-02-07,517.8333333333721,0.0
2021-02-08,517.8333333332557,0.0
2021-02-09,0.0,0.0
2021-02-10,0.0,0.0
2021-02-11,0.0,0.0
2021-02-12,0.0,0.0
2021-02-13,0.0,0.0
2021-02-14,0.0,0.0
2021-02-15,0.0,0.0
2021-02-16,0.0,0.0
2021-02-17,0.0,0.0
2021-02-18,0.0,0.0
2021-02-19,0.0,0.0
2021-02-20,0.0,0.0
2021-02-21,0.0,0.0
2021-02-22,0.0,0.0
2021-02-23,0.0,0.0
2021-02-24,0.0,0.0
2021-02-25,0.0,0.0
2021-02-26,0.0,0.0
2021-02-27,0.0,0.0
2021-02-28,0.0,0.0
2021-03-01,0.0,0.0
2021-03-02,0.0,0.0
2021-03-03,0.0,0.0
2021-03-04,0.0,0.0
2021-03-05,0.0,0.0
2021-03-06,0.0,0.0
2021-03-07,0.0,0.0
2021-03-08,0.0,0.0
2021-03-09,887.714285714319,0.0
2021-03-10,887.7142857144354,0.0
2021-03-11,887.7142857142026,0.0
2021-03-12,887.714285714319,0.0
2021-03-13,887.7142857142026,0.0
2021-03-14,887.7142857144354,0.0
2021-03-15,887.7142857142026,155.34999999997672
