id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,delta_scaler2,ifr_mult,psi,scaler1,seasonality_min
9002,21.0,4.665334006818953,1.0358790715977277,7.331231983065936,13.0,17.16576646786125,1.7936163128915952,1.992163367793294,86.66956640169343,0.5639576361008536
9003,25.0,3.9369272803752535,1.1410489888437143,14.714785269510601,11.0,-4.17605461407023,1.886665330931441,1.2578762824445708,92.76011156750653,0.9382169533886137
9004,21.0,4.429439076527575,0.997937246085281,6.003356066150863,-1.0,8.660329968165584,1.8245601605708988,1.6982669970884925,91.62811195006664,0.8732707399386378
9005,22.0,3.943575456243907,1.0869505325140347,12.557997010960257,15.0,15.380867711609728,1.8093610812846677,2.331750315003784,85.5677381355849,0.9035661399433662
9006,18.0,4.550808476792784,0.960747062283065,3.05711685778293,13.0,-0.001576409217848962,1.5892810261429455,1.1806219561796734,89.05381855231684,0.6133627994367242
9007,20.0,3.878937116960466,1.108223521464256,12.324821166281057,16.0,13.546892608647838,1.6537196177145774,1.6300084346114625,94.92583859906689,0.7929153116260936
9008,18.0,3.4922086078545225,1.1106085335872604,12.632272852789281,21.0,6.7288672336376765,1.7527163750037174,1.620029335684169,79.4482153257723,0.7805392719972044
9009,24.0,4.112577500173529,1.0482223031363458,8.21869212343756,-2.0,3.175449456701524,1.6282079798469398,2.2975996081088725,83.82140750082529,0.904569293977191
9010,15.0,3.2836736325183478,1.0258444224739316,7.920823436929247,38.0,3.780047031303698,1.4939955327260273,1.6650545061441449,90.47347628718693,0.6851442606452923
9011,24.0,3.7705073239896065,1.0064196842251165,5.1178424846664345,32.0,-4.214776931650983,1.6714091333988361,1.6594256272010204,94.41202954184935,0.7705742034364225
9012,19.0,3.7470881874774857,1.0969845291957687,11.452271508715713,12.0,2.5637676446187525,1.7460966083201355,1.9555647021898215,83.1269814102257,0.9597502208617755
9013,22.0,3.9090433588227422,1.0239210227564361,7.351702907481777,-18.0,-18.39887417542656,1.5826679753254573,1.2954429792632451,96.6389969939245,0.6443937456465713
9014,24.0,3.741621564272127,1.0906607477934152,11.26419798431679,-23.0,10.772308096917806,1.750679660192916,1.114701560250289,84.09502019328912,0.9457988612093945
9015,22.0,4.161091738328421,0.9842866469003771,3.9871169836046514,36.0,-17.753735450050293,1.9406143274096084,1.7516337193527718,81.32003946216435,0.5780270944687007
9016,26.0,3.8728950101765616,1.1275499911372255,13.908532376036701,37.0,8.531899775167549,1.7435939891255536,1.4268208480090774,84.14540582831962,0.6794834865116518
9017,23.0,4.021487892462481,1.134040855716377,14.719131984150758,1.0,14.708318942595259,1.9076829681714558,1.9039046211532036,95.6061494426967,0.674232188003902
9018,25.0,4.011568945311845,1.052392510788105,9.812297493534984,13.0,-7.088314169040421,1.7231041026904734,2.095439353625947,94.64757947195625,0.8868526703687315
9019,19.0,4.0420441858957314,1.0829099158059499,12.64454228017147,40.0,12.610615120468882,1.6030738444256496,2.5529993290745554,92.08202620746867,0.6588140384868026
9020,20.0,3.536671262435376,1.0051366679478682,4.757525329270473,-24.0,-1.1780184759034142,1.7637386281448657,1.3823552572576407,81.89359852849769,0.6180499978759751
9021,22.0,4.346766391758773,0.974020494349588,3.1352383108122472,27.0,0.8554873730528819,1.5596939413689719,1.992944307510737,83.03661137448809,0.7931530029326769
9022,19.0,3.8457445515046387,1.129471780446585,14.198954104132147,-23.0,-2.2624000900519308,1.8917819403731866,1.1144973527523012,95.98190143511431,0.5852814175462004
9023,20.0,3.90317129338006,1.0934411381695104,11.67161822831016,10.0,-3.7173402600162087,1.719513701220859,2.3217560632710996,96.17706026862112,0.6648901988206815
9024,18.0,4.881829732603834,1.0289569918084311,8.625779809226845,11.0,6.266037302267693,1.784114440061039,1.2421707174920356,91.3833492881278,0.6893392306522942
9025,19.0,4.765337283154089,1.0855337848958393,12.55495814989846,27.0,9.481926216380025,1.8979690623426806,1.9505737332935102,94.60546012061731,0.7765251440466338
9026,23.0,4.257610349969003,0.9974095864326662,4.259769449193564,18.0,-2.933431327776811,1.896443788673941,2.1534692203994044,85.87508953306369,0.8979606177275871
9027,22.0,3.6172121445369663,1.0318307443598622,7.939972523966674,40.0,-13.033719493407553,1.7481946054820265,2.5464458371322,88.58842425835579,0.5055495153051733
9028,25.0,4.0847614565971755,1.0326067072473335,7.820402481562142,37.0,-1.7648550027663483,1.5300879546405028,2.470768139332295,95.54574992682383,0.7843044611077035
9029,18.0,4.387023092861045,1.119296959294518,14.601914696329331,35.0,1.0725328977647033,1.7471235032768404,2.0244540153195136,94.25525540957317,0.6190407468658773
9030,18.0,3.6110400068247195,0.9885634550129186,3.9280944611216384,26.0,-5.341648929625066,1.9516805522884821,1.6419688207880323,78.1296785450899,0.6634715334461185
9031,20.0,3.41303826258495,1.114004349382695,14.281847974200826,37.0,4.296515844016019,1.8924007795953346,1.8810341520968095,93.76985656114036,0.88350686362108
9032,17.0,3.8442387816307306,0.9776201780559735,4.47266078225063,1.0,-2.1487001868905,1.707583961277908,1.5279819709863025,92.29112631560976,0.9248551401042161
9033,16.0,4.174948711819266,1.0262836383158682,7.913261994306973,21.0,7.42640905946252,1.662103033218239,1.7535562742796245,81.71745257001582,0.9349334334742487
9034,23.0,4.197890637645467,1.0213054338760692,7.151498054874595,38.0,-9.66039042462167,1.9045575342766499,2.468153809869562,92.67346281601039,0.5317939532528506
9035,28.0,3.8070967982380077,1.0168079905363916,5.734165541750531,14.0,-7.941601975548355,1.647236937918912,2.5019139091433615,90.43523040553538,0.7787878438606709
9036,25.0,4.457481665011437,1.009396895396276,5.239902518150544,7.0,17.872715144908014,1.5615261944069256,2.070075202458281,78.78067352275673,0.9019854055869982
9037,23.0,3.5331714885517944,1.1120285313899057,13.61979516952802,22.0,14.253011370404225,1.5141773239132337,2.73012590538536,96.64594389043144,0.7353750521895444
9038,20.0,3.4944728731707717,1.0186442234356874,6.197354308634805,37.0,19.170878023579192,1.6545893598574994,1.5051696545798547,91.83022545627112,0.8135026534529234
9039,24.0,4.945619556838614,1.0890391564347959,11.171679079836432,6.0,18.724504315997255,1.6652531045876704,1.213214544312195,81.59323324078672,0.6952970139856339
9040,23.0,3.6649150968669537,1.0797638785198083,11.881877318317619,21.0,12.8070968272654,1.8618192171907626,2.116112857973267,80.0773108302518,0.8686342799764131
9041,20.0,3.0493170556756835,0.9995270404784168,4.674244126976151,-9.0,-11.005958994823052,1.5185357426881574,1.4593299532831654,91.13060631190909,0.932052276646502
9042,21.0,3.9190847776678366,0.9710325802423151,2.90766219755444,19.0,-14.36155080134478,1.6965146847669277,1.1575336143258572,89.60870387328578,0.6835650414524012
9043,17.0,4.624024797904011,1.0989146018894085,12.747208653809611,38.0,17.57993927043166,1.8297287081815967,2.273385874173629,78.69802557017158,0.9885684239617657
9044,25.0,4.722389087609057,0.9835893904232693,3.269706188296283,-43.0,11.265647240268322,1.7757865778591149,1.1654555791429877,77.83332097223074,0.7444589168632065
9045,15.0,4.218425006426791,1.0416718171883133,10.059303379177614,44.0,18.480739500675792,1.7045186487539534,1.9002587418308807,84.2322427783521,0.6428981574091237
9046,23.0,3.998532300464044,1.0183780160086313,8.629331175841108,16.0,-8.19570289346806,1.7244610224039305,1.1267846874405518,95.38879326106911,0.6940694514120753
9047,20.0,4.8003938092309415,1.0134407623913309,7.428447308009427,-5.0,11.205122930921318,1.5312044618250638,1.8381597258739009,93.46513989460867,0.6520941223006052
9048,24.0,4.7964509350736915,1.0832269985326908,12.029531945920658,9.0,10.252981248734553,1.7312879045552283,1.3316679648629544,93.7801735232946,0.7693741178971654
9049,22.0,3.8828077533279224,1.0876674914848254,11.49731288690132,16.0,5.857919355328032,1.813922130980808,1.1603890027846329,78.13793951889456,0.8978296231245042
9050,19.0,4.600310910392825,0.9697508094041675,4.345446233609923,37.0,13.127888657961995,1.5292487367589342,2.3701349254335424,95.53848046744604,0.7285989905591042
9051,19.0,4.05595030858353,1.0616525232740543,11.44596589298503,23.0,3.4005930224057397,1.7723446098775977,1.4513938850283503,94.7780792758497,0.6140785251119505
9052,22.0,4.1358987457571015,1.122049486003283,14.30410184310187,5.0,10.638044000287787,1.501926826821944,1.7928735818175063,96.6377263505335,0.6416658478197171
9053,18.0,4.787329118771099,1.0944571508605268,12.213732714473709,-27.0,16.581322372594826,1.8350729262178682,1.2207936783722717,77.40089955637771,0.6540305094007042
9054,19.0,3.895371730428131,1.0171529895787523,5.550163118776414,44.0,-4.9822149838243,1.6557158090491695,1.5843543010313972,95.89298329216017,0.7294197558603189
