id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,delta_scaler2,ifr_mult,psi,scaler1,seasonality_min
9002,28.0,651.2592652735157,1.7470027772468943,90.47213780832995,-37.0,3.2323764323679915,0.7646757128842334,2.793940626406765,38.89585377737783,0.5079954013981169
9003,28.0,318.18011978959396,1.7466260346801614,71.05240567239868,-40.0,-1.3046417065954063,0.7107743280334743,2.7768116512135963,44.41531753406711,0.8233996365677595
9004,30.0,599.949435074037,1.7635357493323942,54.64814535245024,-36.0,-6.525463235812977,0.9132916146783312,2.7574048344814277,42.04781163437727,0.5600016570293732
9005,25.0,426.1865593264582,1.7649364763386362,88.71399184060732,-38.0,-4.047455169620138,0.9736077191367174,2.6843230901229695,32.3641842562839,0.8816094494403822
9006,28.0,833.8417904455953,1.7732044505529934,87.0309742341053,-36.0,-4.730272310980485,1.9579621706526205,2.8359368103590867,18.965418599185572,0.65942484308507
9007,29.0,708.8313826261103,1.7449061226315499,81.03865888347777,-38.0,12.699891886468883,1.039356033202533,2.733382494220436,21.341178609801542,0.615485716047292
9008,25.0,337.659368888666,1.7709916631369282,44.85250973676018,-36.0,-1.9610783625762283,0.8303333081677778,2.703264758122244,37.09336439457889,0.8539195912999791
9009,25.0,357.1415572943215,1.7635388138255328,60.6912550219435,-38.0,-0.5423365279925374,1.1543703376352488,2.5976830991708155,25.81874258886868,0.9939483656603584
9010,26.0,342.715800824012,1.774268866186563,26.467586150476286,-36.0,10.393374739350795,0.9301508455879552,2.7269292301034125,19.23281345650485,0.7885277537201312
9011,30.0,689.9174937824079,1.7367139025755751,6.920853921548121,-38.0,-1.1599767582537082,0.776875371713678,2.726880305085703,36.430643005514334,0.89373925403213
9012,28.0,324.6746081696893,1.7714474738172763,29.52150022897927,-38.0,1.85187551494021,1.0324294332193953,2.542456651459835,25.71546925691419,0.5305241791064335
9013,26.0,524.0994697017248,1.762646597640739,74.19666232888721,-37.0,0.7742904425724546,1.1257285629282032,2.656672209407407,25.466739570058436,0.9570448688172457
9014,28.0,225.33774739484772,1.7576880214032238,57.99230289829236,-39.0,-0.3670983454894712,0.7912080548172484,2.708138731264109,33.33279544691083,0.9299145439907728
9015,23.0,715.5203389833223,1.729124952049822,81.207653395782,-40.0,11.998587840488593,0.6181194774022112,2.6952577578045256,37.43680706543614,0.9392583044802087
9016,27.0,348.57026659753717,1.7623168636364692,14.29445434979985,-37.0,-14.740857961216289,1.5989362449077353,2.751719154049724,32.076942740568406,0.7802649085055813
9017,28.0,617.2542171803541,1.7402580700836612,81.3233869756132,-40.0,-7.072743743572946,1.1361969263410812,2.6749634756844243,38.15775099019671,0.6760110136545399
9018,28.0,265.3465682148052,1.7407118358957423,14.990843414832469,-41.0,-8.63003366531181,1.1286576705207811,2.5636929331028044,38.53564368327284,0.7819252200365002
9019,25.0,483.0394631960666,1.7497623566259872,79.20102607483585,-40.0,0.6814249281240201,0.7870358168307708,2.821985993481591,37.22195539683001,0.9321368948790496
9020,29.0,571.5267704113619,1.7510270922271018,99.21912457863662,-39.0,-0.4583562193718508,0.8905946539239287,2.7302666673326046,34.07724048833872,0.7189580980974642
9021,26.0,485.65631935299234,1.7513501606645752,7.52790053384781,-37.0,-10.218288858330277,0.6098241792475684,2.6342871254720777,51.935624095189226,0.6852218598062427
9022,28.0,611.0774521726272,1.7529220438810713,68.49456291287045,-38.0,-6.385997020912898,1.0907948433543695,2.6997184078823384,32.163306888421,0.911212460046254
9023,30.0,326.44091642788925,1.7482528446506225,59.93403063599766,-39.0,-10.552359151857491,0.9628568750669287,2.6962229981944525,41.04646171253651,0.7119852727886654
9024,26.0,256.8891011884753,1.7722385090239168,18.057569459181074,-37.0,-2.2099026721780595,1.4509283538137259,2.591263758414031,25.769984246245393,0.8054453389713473
9025,28.0,312.1455779032111,1.7866009933188154,87.81341385514894,-36.0,5.3503107095175935,0.803214454179153,2.6585691082939706,25.99983661978151,0.5970723757766028
9026,30.0,448.83224573295956,1.7281234915533994,11.068288613957982,-39.0,-2.551749419456213,1.0245338561596105,2.777603167101491,30.27040109403615,0.9222781177361449
9027,28.0,705.3050145003895,1.7659994358802795,89.17020572080357,-38.0,16.477301926878937,0.7230411486092508,2.6800289977435114,27.36150146075864,0.7420583200217896
9028,31.0,697.5796250889637,1.7649453596815439,53.08898642367826,-37.0,-8.763717579105728,0.7443936860314307,2.782646267843038,41.39105449244275,0.6476338428474179
9029,29.0,288.7729803028358,1.7244375346378997,75.15235899397811,-45.0,-5.408337082314278,0.7269622167390722,2.59484990196259,44.55726187316785,0.8905576817346215
9030,30.0,475.8638462855443,1.7362071574536426,92.08556127506263,-39.0,-1.5331448823464795,1.5973421185960943,2.7740640077599,17.75571184535973,0.8855998369903312
9031,28.0,424.8933607196337,1.7357267473034952,27.3728770105554,-41.0,13.963708824231473,0.5418512164558734,2.5917338678175876,38.713628861875534,0.956412822449936
9032,26.0,582.1359139721384,1.7312661407250587,24.344512246810233,-41.0,-7.387981088996711,1.065523202841128,2.5394898962763848,36.324361978753,0.900347805027781
9033,31.0,422.93025186770967,1.7444874319797126,27.704734122193756,-39.0,6.610775182963855,0.8578435270137494,2.822491603293614,30.640715160102584,0.9117347494597244
9034,23.0,415.8725123675545,1.7367765303218319,45.4628750680398,-40.0,-12.848283473217135,0.8290938711574842,2.696854440541182,46.686439362768326,0.6132417966063698
9035,26.0,456.8512711041232,1.730167992422742,4.062365116420793,-38.0,7.161059628936822,0.7931146650323494,2.777301087729166,33.393420050349,0.6314539633470613
9036,29.0,271.4535240313643,1.779693464496702,77.19285433735428,-37.0,1.0959054024514114,1.4363397089411503,2.6622375671257523,23.464975360755446,0.5902735816796946
9037,24.0,457.47146451350676,1.7391177774150786,35.308811544727995,-41.0,-1.7478056928702537,1.324962426962632,2.5839162374325952,23.248977761552315,0.980576272343425
9038,27.0,263.1590663657106,1.7559000559328326,5.962335072138364,-38.0,1.6377115360941854,0.5924546486378574,2.7143259842222704,44.612558024606024,0.8053835211394388
9039,27.0,380.1358622411132,1.7607775633935907,44.244882945830746,-38.0,9.595111565981968,0.6247216384779082,2.6417817560317656,33.060863102548176,0.9580911325347882
9040,23.0,451.59532942799376,1.7493021073864166,60.15512312562728,-39.0,4.776829198335367,1.1891798541567378,2.5595383544036876,22.83870424873812,0.8626994225255304
9041,30.0,726.4440170624705,1.7489353541203414,71.17855643633425,-38.0,11.45277549056798,0.7288886826181917,2.8393881607759686,29.85288937731253,0.5832279161196059
9042,25.0,369.9001452160185,1.768011444303572,44.5220001250875,-39.0,-11.702528096999362,1.007528984554129,2.641143714943722,41.46202921725328,0.5080483544656932
9043,29.0,514.6949315851284,1.7304411504406032,92.54661595660619,-41.0,-8.244107103748366,0.7016763471587569,2.7623474885209442,49.83141245838549,0.8937158813465709
9044,27.0,416.8155024299561,1.7272775770131086,18.84624582141728,-40.0,-5.5658081483076245,0.9718160435252827,2.7491546910315323,34.56806024439455,0.6641471144794899
9045,24.0,702.9422009670783,1.7655471019171918,96.77720815698241,-37.0,3.758578572804181,0.5697129491224098,2.8157737819261683,39.33169683039055,0.7271244114568414
9046,29.0,663.5299719715971,1.74167023346975,81.52754111290989,-39.0,-7.457990704472778,1.5852056885751709,2.7922718634166754,25.029274109324184,0.6382133413249447
9047,29.0,461.53660286079423,1.7431068632545765,3.480742072453655,-39.0,-15.696595138465883,0.9808118331165722,2.580141322229885,45.80482388700003,0.63975182934221
9048,26.0,720.5999497951881,1.7320117165804318,58.82700015623748,-40.0,1.0155661637071052,1.1649598914191157,2.8121961757745093,27.248033922699737,0.9444316337058949
9049,30.0,271.440389769801,1.748522646917244,48.45471977309428,-39.0,13.303816652594435,0.7490883132343668,2.733036609329909,26.723855506177983,0.6458090056185648
9050,28.0,532.1593745396702,1.739718675539023,46.49699246265046,-40.0,15.72622029158618,0.8331522712350428,2.53955335092392,26.54014425309925,0.7743021908856248
