id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,delta_scaler2,ifr_mult,psi,scaler1,seasonality_min
9002,32.0,20.532333320615017,1.1250875391215596,68.11869344234155,43.0,-0.47305291610747446,1.1186339736333961,2.3151415189941638,3.799484271032532,0.7357130006629109
9003,34.0,22.579820401325307,1.116676766526956,2.927079202611745,44.0,0.19973401105936267,0.82376663825519,2.559820105957029,3.4243792381440965,0.5827665579946665
9004,28.0,29.369617077671624,1.092578858426124,41.80423445671796,42.0,0.2830278410718622,0.741003878380399,2.209916890370014,3.3831594822438227,0.6211464668243565
9005,22.0,19.866797477028836,1.1187509598115155,59.07758636403836,44.0,-2.1293470747127294,1.0395381590627797,2.268429995499683,5.972678663692886,0.691783092283386
9006,34.0,25.522033200633086,1.0864751594460573,60.92719138023931,44.0,0.21657190560036366,0.8418502676983453,2.6057680727590276,3.454707370435906,0.5920812500803814
9007,35.0,25.34037371225284,1.1064680324863734,88.79007808183091,44.0,0.48453521948196887,0.832941593769658,2.2595133888420555,5.246660898522679,0.9066208772867903
9008,31.0,24.05604385161764,1.0991315398508528,16.90973917110486,43.0,-0.6271751746027032,0.8286168061129175,2.2425441355707147,5.106684116223629,0.9525904982331544
9009,32.0,29.963485428056867,1.1044084166569337,12.536205137986249,44.0,-0.9378459604364868,1.142352215535865,2.5226511366481583,3.299920401198531,0.6438996608568633
9010,27.0,30.58909701849996,1.1081016786899143,22.79503391253603,41.0,0.30844887603983984,0.8826351316656109,2.206255665969933,3.1250252837120858,0.6094189026138167
9011,28.0,18.731238982093632,1.0948779234160428,78.4925747137354,44.0,0.02885227642114463,0.7350686206505397,2.5963476532056577,3.6482865433397746,0.6324040968145237
9012,34.0,24.54138795565165,1.123430131044459,67.31620414895791,45.0,-1.1892783888723062,0.7748359379640587,2.454059286304122,5.4523656988760685,0.9796758849222973
9013,25.0,33.324634089192884,1.079983364151429,63.04062835706385,45.0,-0.33319199541947375,0.6855639948152938,2.302356865636533,5.034612128584616,0.7812466403477716
9014,28.0,20.95978827910713,1.124253500572883,46.7230517302957,42.0,1.3554364240733219,0.7108418279775264,2.4318004994561,3.714083248853072,0.9635843728656993
