id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,delta_scaler2,ifr_mult,psi,scaler1,seasonality_min
9002,24.0,19.95935060702433,1.1640197864420108,61.66419289372368,36.0,2.3270733851915626,0.7936394956310289,1.396796940004989,6.393108114179895,0.6130128940129086
9003,18.0,26.094589094798778,1.1727326842195174,64.76229354433406,42.0,6.0236963766438745,0.5476738719890792,1.4191632230877673,9.21847782653571,0.9200621184547809
9004,26.0,20.062080945724478,1.1544736660785895,41.7363457392405,38.0,-2.690068224850578,0.792634258864932,1.412140711573157,10.88741845990566,0.9886717166498561
9005,26.0,29.211029530098394,1.1743623156779444,88.61296173287556,32.0,1.9359431064728154,0.7469884003724212,1.3356831320552214,9.170853273318503,0.5515962308496313
9006,21.0,29.668603516776802,1.1523141446085707,51.55069591049468,32.0,-0.5664189713237469,0.7523183394861758,1.394864350898397,11.073780245176737,0.7183967118128546
9007,22.0,27.659697201239865,1.1743107701538786,71.54601237441375,34.0,1.4257751035438102,0.9937370223973314,1.4188270186757554,6.474650566116784,0.6718062715502411
9008,29.0,26.57613950536515,1.1180600624066057,33.33956066139557,32.0,2.433990078905667,0.7742770552325485,1.3264864246840584,8.129720388312665,0.5659705149836528
9009,21.0,33.271289704300344,1.1380988795092943,51.634396783150194,36.0,3.967879371944594,0.8153485077372945,1.3999588566653016,6.58835300596522,0.7176322598529319
9010,28.0,32.61473122774894,1.1388504500323575,55.78725018917574,40.0,1.1964802583562497,0.9020298543599806,1.3999113457027623,6.7014946803552125,0.5380770265871739
9011,32.0,19.720716011616396,1.153205278302236,24.81134882510882,14.0,4.209450092132659,0.6090227387970192,1.4461239690320624,6.055181640656862,0.7521790643354134
9012,22.0,24.280970703791546,1.1416300136942752,2.8858533935342825,32.0,2.709832142902667,0.8565794356354788,1.5182114011948011,5.114405228843293,0.7762853706971593
9013,29.0,27.140543938262603,1.1840520721425039,61.5468155271933,23.0,1.7808923231737332,0.7697892989076928,1.4111212157864932,6.887403846306022,0.5669610973974051
9014,29.0,22.86901483367709,1.1822787451466745,61.82990487767578,-1.0,0.6435299903317199,1.4211300276641792,1.3188936213952873,4.921301447404815,0.8534957499342922
9015,25.0,23.264424667935067,1.1838035145358277,96.82886609896856,44.0,2.832744819872209,0.6615914308397319,1.3682616227010285,10.484760714731628,0.5435842736897242
9016,21.0,25.8259473384107,1.1403431210102672,50.630281826140184,41.0,2.9938182430652067,0.6694034237383764,1.46433662510414,7.629891592551633,0.5129661981139786
