id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,delta_scaler2,ifr_mult,psi,scaler1,seasonality_min
9002,30.0,45.977028668772945,1.2473842853280075,34.869011845315164,-42.0,15.524409504542383,1.138885227430696,1.629047694445354,39.67653417866606,0.6240775757877625
9003,13.0,38.430264967917246,1.5185270538119418,52.44149456909063,-31.0,14.903319792545926,1.996067476702934,1.5768998275501602,56.078285803369,0.6787462128837841
9004,23.0,48.94450084976119,1.0999389687566565,22.780022933096443,-17.0,-18.811721899082904,1.1966298940010993,1.8245440444812162,53.92278776975658,0.6173507382090185
9005,32.0,8.090187131897315,1.6757513874388512,47.2123819554477,-16.0,8.653013273727721,1.0325576234046936,1.545059307518131,35.62406196036125,0.7171720333615471
9006,27.0,14.358471309303166,1.2813356551731245,42.535857030752744,-22.0,9.663051415423366,1.9346620424991792,1.6396027649996368,71.3553990791771,0.5485024494939844
9007,35.0,9.269250857913011,1.3575110118082556,37.345620916821375,6.0,-10.537783566200199,0.8397392091965779,1.7435964161570903,65.19183415256502,0.5628525878027487
9008,34.0,19.220716370660305,1.3674362640437066,39.13759838552249,-17.0,11.483620399454656,1.3907385388958295,1.6016487906130417,53.29995964256456,0.6294993256013768
9009,24.0,32.050613762048556,1.3126728768923697,37.752582656136454,-19.0,10.253836406799538,1.4199882296127384,1.710096490904596,37.34459894311364,0.5899728377870699
9010,25.0,21.723927681715647,1.1899904215952946,30.510188190311748,-20.0,-1.8473827795155042,1.427054393849898,1.572093492739978,58.413600466917316,0.5870807130210212
9011,34.0,16.692108906883828,1.2681731191352452,42.54414898621455,-38.0,12.102185897492104,1.3177255850864074,1.599112156088331,65.63847596672842,0.5673769128745086
9012,31.0,17.75845080238443,1.381418022820289,44.78067777521429,-32.0,-12.016373764499534,1.3674083169576179,1.6325879617419976,43.6785983240685,0.5272059247842108
9013,21.0,17.668597608618732,1.4693542747964277,45.13848217631101,-22.0,8.172576049369859,1.0094934931409287,1.5752192125615165,45.42733409114187,0.6054790333906341
9014,18.0,17.622438230353367,1.421729103321939,49.58189530449837,-12.0,16.46595202788513,1.7869284300448738,1.6664708219021214,81.10852282665886,0.5747671958350998
9015,34.0,17.205983647672014,1.3163778212915553,34.252865370074275,-32.0,14.305031288103248,1.4930231870794917,1.558463594999509,22.84274092352691,0.5950397917137035
