Day,people_vaccinated_per_hundred,one_dose_cumulative,one_dose_daily,people_fully_vaccinated_per_hundred,two_dose_cumulative,two_dose_daily
2020-12-13,0.01,27352.300000000003,0.0,0.0,0.0,0.0
2020-12-14,0.01,27352.300000000003,0.0,0.0,0.0,0.0
2020-12-15,0.02,54704.600000000006,27352.300000000003,0.0,0.0,0.0
2020-12-16,0.07,191466.10000000003,136761.50000000003,0.0,0.0,0.0
2020-12-17,0.15,410284.5,218818.39999999997,0.0,0.0,0.0
2020-12-18,0.27,738512.1000000001,328227.6000000001,0.0,0.0,0.0
2020-12-19,0.32,875273.6000000001,136761.5,0.0,0.0,0.0
2020-12-20,0.35,957330.4999999999,82056.89999999979,0.0,0.0,0.0
2020-12-21,0.47,1285558.0999999999,328227.6,0.0,0.0,0.0
2020-12-22,0.6,1641138.0,355579.90000000014,0.0,0.0,0.0
2020-12-23,0.77,2106127.1,464989.1000000001,0.0,0.0,0.0
2020-12-24,0.83,2270240.9,164113.7999999998,0.01,27352.300000000003,27352.300000000003
2020-12-25,0.83,2270240.9,0.0,0.01,27352.300000000003,0.0
2020-12-26,0.87,2379650.0999999996,109409.19999999972,0.01,27352.300000000003,0.0
2020-12-27,0.9,2461707.0000000005,82056.90000000084,0.01,27352.300000000003,0.0
2020-12-28,1.07,2926696.1,464989.0999999996,0.01,27352.300000000003,0.0
2020-12-29,1.28,3501094.4000000004,574398.3000000003,0.01,27352.300000000003,0.0
2020-12-30,1.53,4184901.9000000004,683807.5,0.01,27352.300000000003,0.0
2020-12-31,1.65,4513129.5,328227.5999999996,0.01,27352.300000000003,0.0
2021-01-01,1.68,4595186.399999999,82056.89999999944,0.01,27352.300000000003,0.0
2021-01-02,1.76,4814004.800000001,218818.4000000013,0.01,27352.300000000003,0.0
2021-01-03,1.8,4923414.000000001,109409.20000000019,0.02,54704.600000000006,27352.300000000003
2021-01-04,1.98,5415755.399999999,492341.3999999985,0.03,82056.9,27352.29999999999
2021-01-05,2.19,5990153.7,574398.3000000007,0.06,164113.8,82056.9
2021-01-06,2.44,6673961.199999999,683807.4999999991,0.11,300875.30000000005,136761.50000000006
2021-01-07,2.7,7385121.000000001,711159.8000000017,0.19,519693.7,218818.39999999997
2021-01-08,2.96,8096280.800000001,711159.7999999998,0.3,820569.0,300875.3
2021-01-09,3.07,8397156.1,300875.2999999989,0.34,929978.2000000001,109409.20000000007
2021-01-10,3.12,8533917.6,136761.5,0.36,984682.7999999999,54704.59999999986
2021-01-11,3.34,9135668.2,601750.5999999996,0.46,1258205.8,273523.0000000001
2021-01-12,3.62,9901532.600000001,765864.4000000022,0.55,1504376.5000000002,246170.7000000002
2021-01-13,3.93,10749453.9,847921.2999999989,0.63,1723194.9,218818.39999999967
2021-01-14,4.27,11679432.099999998,929978.1999999974,0.67,1832604.1,109409.20000000019
2021-01-15,4.61,12609410.3,929978.200000003,0.71,1942013.2999999998,109409.19999999972
2021-01-16,4.78,13074399.4,464989.0999999996,0.73,1996717.9,54704.60000000009
2021-01-17,4.86,13293217.8,218818.40000000037,0.74,2024070.2000000002,27352.30000000028
2021-01-18,5.05,13812911.499999998,519693.6999999974,0.81,2215536.3000000003,191466.1000000001
2021-01-19,5.34,14606128.2,793216.7000000011,0.92,2516411.6,300875.2999999998
2021-01-20,5.69,15563458.700000001,957330.5000000019,1.04,2844639.1999999997,328227.5999999996
2021-01-21,6.08,16630198.4,1066739.6999999993,1.12,3063457.6000000006,218818.40000000084
2021-01-22,6.5,17778995.0,1148796.5999999996,1.19,3254923.6999999997,191466.09999999916
2021-01-23,6.73,18408097.9,629102.8999999985,1.23,3364332.9,109409.20000000019
2021-01-24,6.82,18654268.599999998,246170.69999999925,1.26,3446389.8,82056.8999999999
2021-01-25,7.08,19365428.400000002,711159.8000000045,1.4,3829321.9999999995,382932.1999999997
2021-01-26,7.39,20213349.7,847921.299999997,1.58,4321663.4,492341.40000000084
2021-01-27,7.77,21252737.099999998,1039387.3999999985,1.77,4841357.100000001,519693.7000000002
2021-01-28,8.18,22374181.4,1121444.3000000007,1.94,5306346.2,464989.0999999996
2021-01-29,8.59,23495625.700000003,1121444.3000000045,2.08,5689278.399999999,382932.19999999925
2021-01-30,8.82,24124728.6,629102.8999999985,2.16,5908096.800000001,218818.4000000013
2021-01-31,8.92,24398251.6,273523.0,2.19,5990153.7,82056.89999999944
2021-02-01,9.15,25027354.5,629102.8999999985,2.36,6455142.8,464989.0999999996
2021-02-02,9.44,25820571.2,793216.6999999993,2.57,7029541.1,574398.2999999998
2021-02-03,9.81,26832606.3,1012035.1000000015,2.82,7713348.6,683807.5
2021-02-04,10.23,27981402.900000002,1148796.6000000015,3.1,8479213.0,765864.4000000004
2021-02-05,10.64,29102847.200000003,1121444.3000000007,3.38,9245077.399999999,765864.3999999985
2021-02-06,10.89,29786654.700000003,683807.5,3.51,9600657.299999999,355579.9000000004
2021-02-07,10.98,30032825.400000002,246170.69999999925,3.56,9737418.8,136761.50000000186
2021-02-08,11.23,30716632.900000002,683807.5,3.77,10311817.1,574398.2999999989
2021-02-09,11.54,31564554.199999996,847921.2999999933,4.03,11022976.9,711159.8000000007
2021-02-10,11.91,32576589.3,1012035.1000000052,4.34,11870898.200000001,847921.3000000007
2021-02-11,12.29,33615976.699999996,1039387.3999999948,4.67,12773524.1,902625.8999999985
2021-02-12,12.71,34764773.300000004,1148796.600000009,5.01,13703502.299999999,929978.1999999993
2021-02-13,12.97,35475933.1,711159.799999997,5.19,14195843.700000001,492341.40000000224
2021-02-14,13.07,35749456.1,273523.0,5.25,14359957.5,164113.79999999888
2021-02-15,13.26,36269149.8,519693.69999999553,5.41,14797594.3,437636.80000000075
2021-02-16,13.5,36925605.0,656455.200000003,5.65,15454049.5,656455.1999999993
2021-02-17,13.78,37691469.4,765864.3999999985,5.95,16274618.500000002,820569.0000000019
2021-02-18,14.03,38375276.89999999,683807.4999999925,6.24,17067835.2,793216.6999999974
2021-02-19,14.28,39059084.4,683807.5000000075,6.57,17970461.1,902625.9000000022
2021-02-20,14.46,39551425.800000004,492341.40000000596,6.77,18517507.099999998,547045.9999999963
2021-02-21,14.53,39742891.9,191466.09999999404,6.87,18791030.099999998,273523.0
2021-02-22,14.72,40262585.6,519693.700000003,7.11,19447485.3,656455.200000003
2021-02-23,14.98,40973745.400000006,711159.8000000045,7.41,20268054.3,820569.0
2021-02-24,15.35,41985780.5,1012035.099999994,7.78,21280089.400000002,1012035.1000000015
2021-02-25,15.81,43243986.300000004,1258205.8000000045,8.18,22374181.4,1094091.9999999963
2021-02-26,16.32,44638953.6,1394967.299999997,8.6,23522977.999999996,1148796.5999999978
2021-02-27,16.66,45568931.8,929978.1999999955,8.84,24179433.2,656455.200000003
2021-02-28,16.82,46006568.6,437636.80000000447,8.93,24425603.9,246170.69999999925
2021-03-01,17.18,46991251.400000006,984682.8000000045,9.17,25082059.1,656455.200000003
2021-03-02,17.62,48194752.60000001,1203501.200000003,9.45,25847923.499999996,765864.3999999948
2021-03-03,18.14,49617072.2,1422319.599999994,9.79,26777901.699999996,929978.1999999993
2021-03-04,18.73,51230857.9,1613785.6999999955,10.16,27789936.799999997,1012035.1000000015
2021-03-05,19.33,52871995.89999999,1641137.9999999925,10.55,28856676.500000004,1066739.7000000067
2021-03-06,19.74,53993440.199999996,1121444.3000000045,10.81,29567836.3,711159.799999997
2021-03-07,19.94,54540486.2,547046.0000000075,10.91,29841359.3,273523.0
2021-03-08,20.39,55771339.7,1230853.5,11.17,30552519.099999998,711159.799999997
2021-03-09,20.93,57248363.9,1477024.1999999955,11.49,31427792.7,875273.6000000015
2021-03-10,21.55,58944206.5,1695842.6000000015,11.87,32467180.099999998,1039387.3999999985
2021-03-11,22.24,60831515.199999996,1887308.6999999955,12.29,33615976.699999996,1148796.5999999978
2021-03-12,22.87,62554710.1,1723194.900000006,12.75,34874182.5,1258205.8000000045
2021-03-13,23.29,63703506.699999996,1148796.599999994,13.05,35694751.5,820569.0
2021-03-14,23.49,64250552.7,547046.0000000075,13.18,36050331.4,355579.8999999985
2021-03-15,23.94,65481406.2,1230853.5,13.44,36761491.199999996,711159.799999997
2021-03-16,24.52,67067839.6,1586433.3999999985,13.76,37636764.8,875273.6000000015
