id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,ifr_mult,psi,scaler,seasonality_min
9002,31.0,10.701675603596708,0.943272817799917,23.86890639745269,-4.0,1.2528146030864797,1.1874713176582885,43.008235405632966,0.800290055608417
9003,28.0,12.309146795702963,0.9904144522946745,33.81113734771275,-44.0,0.9326134138411111,1.1295226880895977,41.55395282095566,0.5805654441374507
9004,24.0,5.718534004483975,1.232292303152562,86.00781393780626,26.0,1.7668079499452083,1.2843661229645869,25.408567011375187,0.5158553290999519
9005,30.0,4.045915019447056,1.1366903726701245,69.63457063848713,40.0,1.3241747979719238,1.334271110690535,36.30573682664681,0.938938316348149
9006,18.0,17.934144301592216,0.9368955482019823,26.247793490630393,40.0,1.4356643432677383,1.214030866725966,34.56244053782154,0.9432241070867652
9007,34.0,9.752212476296853,1.0827481971753035,62.16838014290181,24.0,1.6469987026526476,1.4551511826618941,29.029970132816807,0.8761730477100681
9008,24.0,12.740935789197916,0.936375323676598,22.707606682183197,45.0,1.8225393558072625,1.2792796018861718,32.30210800742035,0.9841595125850336
9009,24.0,9.333808244828557,1.0145714076461014,60.44139192370186,18.0,1.9372765654260273,1.1596898841923908,44.438348039333114,0.8135964301621105
9010,30.0,4.465015812248109,1.0622031172523834,42.06656454836913,22.0,1.6050725463149396,1.30928280308989,21.26022085072502,0.5236777587412021
9011,35.0,12.243182831035485,1.1242822858423127,65.81741108574201,17.0,1.4886936474284123,1.2160500757796966,38.33771087136649,0.5948988937883947
9012,24.0,11.295701797173724,0.9330142262843756,7.579327265694342,8.0,1.242787074059796,1.3635724937878533,32.2835132900365,0.635232783103226
9013,33.0,18.950133022959136,0.9378780719950994,19.153519701445475,42.0,1.9735670648934547,1.891158635984612,25.962579570063262,0.8808494183754596
9014,27.0,15.248148824701005,1.2167446147361256,92.14134559871022,42.0,1.7722711509567448,1.2848438206904345,38.3881925910762,0.7323642745392482
