id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,ifr_mult,psi,scaler,seasonality_min
19002,32.0,18.555633845046547,1.3497580654638561,27.182174368756353,-12.0,1.4959908988364083,1.8427299360676153,1.3884046585290541,0.5100156198545023
19003,34.0,19.822716852605723,1.408547110407637,48.45008192208919,-31.0,1.4889511528481714,1.7250835537276576,1.5883393765287845,0.8502665041887308
19004,28.0,31.53346878564352,1.328095040460481,3.884434334740507,-24.0,0.7203097099578074,1.6814965020165669,2.3722417877619932,0.7047319088259377
19005,32.0,33.01892832608459,1.2705248090389147,12.741079477564377,-20.0,0.7079826985011227,1.6570767238477062,2.648666633509492,0.5529599128719095
19006,35.0,22.96422148105269,1.3874452706873557,26.893323435804927,-23.0,1.2235125900199484,2.0007559227347036,1.485035908411792,0.5732870539077293
19007,31.0,20.056159492504698,1.3677139033667234,18.79950426075744,-11.0,1.399667716309103,1.9678992859926507,1.3568471943495568,0.6606490562411614
19008,30.0,45.077075615626896,1.374530192223852,74.52291212758242,-22.0,1.5776873504174198,1.4617390645421495,1.856791301474252,0.8260294401774144
19009,23.0,41.033392908469494,1.3781836319030172,71.97647446288259,-22.0,1.0023712068730797,1.542156286482032,2.459286303075949,0.864629538857654
19010,27.0,22.282222831856863,1.459429008714682,74.39740613482594,-26.0,0.8833392182947162,1.4921924758809688,2.6066088134886543,0.7087810750971502
19011,25.0,18.249084872759063,1.4412353848536579,64.71521889787962,-29.0,0.604057739073441,1.5312200491888461,3.1611423216678727,0.6763895519672205
19012,33.0,38.327648640147814,1.271846892260233,26.154863690296313,-15.0,0.7580849425570856,1.518394583602925,3.0711894474981367,0.6107739185954767
19013,32.0,14.586040934212107,1.4408316452822956,60.83911826045318,-10.0,0.7320248573274555,1.7137281584283903,2.6673973522488725,0.7235702440527485
19014,28.0,9.083909222702701,1.486022597817802,80.03953462069843,-16.0,1.1868843590134786,1.561286665230567,2.4155609835603573,0.5024235371393959
