id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,ifr_mult,psi,scaler,seasonality_min
12002,31.0,86.91450554246744,0.9373995610760995,55.465809718679175,-18.0,0.5572462622720986,1.6405357083162178,39.29397393900335,0.6728156253586309
12003,23.0,9.809193296671477,1.1278164098193184,78.76660387772363,16.0,0.9001499266058562,1.3932632735975512,23.275209829409278,0.6922744044384231
12004,27.0,131.99829265846998,0.810434750824924,28.941278166308813,-24.0,0.5871479809946396,2.186483890674431,25.804015635367058,0.7918606293300828
12005,27.0,34.61224309195525,0.9618964731336642,73.7905049734577,-19.0,0.6528193532080918,1.6292844351117068,43.28089301684676,0.9075596567144031
12006,19.0,40.01889713272642,0.8972737927040986,60.795150734875065,-34.0,0.8410458384694536,1.7598829310677164,21.41407258773888,0.7612739886315031
12007,25.0,189.62747022255485,0.9182915287922118,69.76477602220031,-38.0,0.6116610182043266,1.6520643788650333,36.03172456561894,0.8229247835406023
12008,15.0,63.94955916312017,0.9689504842114942,87.6433192620828,-41.0,0.7898481298272486,1.5254020485243318,27.78733905468751,0.9266711922222616
12009,28.0,31.100217732551375,0.8979485054107321,32.84377650498861,-27.0,0.520201391620303,1.7794283331807594,31.417997355123745,0.7648423358675931
12010,19.0,420.00471193346,0.8540963806617293,37.896776275673496,-39.0,0.6077726068273999,1.85330105626708,26.244717164766904,0.7356374898067093
12011,22.0,33.68326192206479,0.9404377613001715,84.164300672386,-45.0,1.2949172944445508,1.544067659647539,44.471039106787934,0.6117900441282699
12012,23.0,90.95403491705153,0.8661443990113451,67.8655361328426,-43.0,0.8628507176122762,1.7484880815382053,37.39487268131502,0.9616115446842052
12013,26.0,380.88053402540896,0.8289652688404248,74.21257822798512,-30.0,0.6254104614352914,2.0104340396751255,31.275056692890402,0.7796198639800971
12014,22.0,87.45976889986437,0.8950685656351023,83.52127798983079,-26.0,0.7631347193446567,1.6927388336091123,41.2549392649785,0.9286874446599466
12015,26.0,61.31715936730642,1.0256394991105446,70.45745445050252,16.0,0.552866780825085,1.751917346447356,23.103203303594537,0.8730422804299972
12016,27.0,131.55804016296247,0.8460300199826957,92.30259905612519,-30.0,0.8295359791255195,1.8886288799839774,35.470199493787966,0.8989071819829084
12017,24.0,84.76902624638669,0.8358398992114241,1.1056621325464615,-28.0,0.688772952735325,1.8533688561388173,46.693163232635996,0.5206475911467988
12018,28.0,247.79938381134286,0.8860744073048904,49.18833528223301,-26.0,0.6461147937086813,1.7721457638063183,27.202269431547194,0.7844220894862678
12019,28.0,26.235438083232253,1.0258311886680738,69.3311901375748,-22.0,0.6541621635747458,1.4839533344362439,26.96976043935462,0.9923200877898501
12020,23.0,121.85867869142558,0.8711688542620328,24.205283411016232,-19.0,0.6384216338643615,1.9023125629746156,29.427603134454237,0.8132491080610013
12021,32.0,142.78627230051728,0.7942506713044102,46.06164615159775,-45.0,0.6549763515524223,1.9240887006074483,22.970249937143095,0.8977051103387927
12022,22.0,60.84649197808525,0.8247394431863073,45.17667266630448,-44.0,1.3779751553272364,1.809721728852078,24.561694173257234,0.7101201429404133
12023,23.0,260.90969555044416,0.7898438577083794,93.25434611166465,-33.0,0.537733030781496,2.2404114964901174,22.718335347710926,0.635268030339275
12024,28.0,72.44320265542444,0.8491576870455073,14.296261004678996,-44.0,0.8378751263949672,1.7181479427490232,38.599479913190564,0.6448785498407379
12025,11.0,35.23952556989725,0.9648717142221058,79.90965051783748,-44.0,0.6037753519627456,1.5224023900848505,30.44208810568583,0.5732391204514475
12026,31.0,118.50721626116406,0.8802357387131218,44.79381654538497,-45.0,0.6200640133418246,1.640864940332065,37.09622500264594,0.9907658065094337
12027,31.0,295.8281827820215,0.845375059034648,55.39493088084106,-30.0,0.5008015177798548,1.8677253444361956,40.21726503499288,0.5812777926052225
12028,19.0,135.481042351519,0.8938272834210629,67.21357478855411,-44.0,0.6073166711651685,1.6867373356219248,34.25955281170452,0.9649257668434243
12029,23.0,92.99434994431306,0.9181514822262767,61.34041279215818,-34.0,0.756388388880602,1.7244915962587393,26.226291498404308,0.8766302590681989
12030,23.0,92.75677125780967,0.8887592164905493,21.004308435865525,-25.0,0.6837522417444958,1.780257155778115,28.713915884200034,0.8338262521742317
