id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,ifr_mult,psi,scaler,seasonality_min
16002,32.0,201.5158185865193,1.8006639374812103,74.21726431519427,-37.0,1.209191313571896,2.6959990006010717,24.946944484767403,0.8738963381958367
16003,26.0,612.8327377420004,1.7462885447360557,75.15161868108925,-39.0,0.8625632972682555,2.586785868810459,39.60020562559796,0.8712746629355287
16004,28.0,136.65125113352065,1.80757683922519,7.049453364146377,-36.0,1.0440947678183872,2.790819309183602,27.337569886376976,0.8148246785941569
16005,24.0,519.6902179678234,1.7199104957260785,63.9551951145325,-43.0,1.1434888779328454,2.6239567899798444,26.591701388234426,0.6178580360250031
16006,28.0,408.5075503684606,1.7300138890005692,37.11776260370029,-40.0,0.8007860713239326,2.8001510455094736,37.57858455382521,0.8512428831833385
16007,26.0,336.4459909536612,1.787290674843141,89.11442744460325,-37.0,1.0081934269346153,2.700346386398466,28.702134706680617,0.700074732062184
16008,29.0,280.56409088899096,1.7773638944275323,62.57609930189448,-37.0,1.783470699145393,2.622133175325329,18.41202753807892,0.6909598389952782
16009,29.0,795.8374682376162,1.7549627917850612,58.05999754455438,-38.0,0.7166735442664789,2.8194896815039643,38.98418954069549,0.6309539964013697
16010,32.0,255.83320419874764,1.7786026248703881,26.2345018941529,-36.0,0.5870609583200687,2.823444585068067,47.30486660332232,0.577310094993826
16011,24.0,395.728604061282,1.718134182167021,22.946751251629227,-42.0,0.5582927231769764,2.6396414738927447,56.36409595156131,0.7430029904703933
16012,26.0,764.8657961490319,1.7289431476239836,26.713957212133277,-39.0,0.8176286510100894,2.5689884169479202,38.96881997182627,0.6713137959996747
16013,26.0,588.8586916356218,1.705305320983519,8.328365342151447,-43.0,0.80350617993241,2.741355188445874,37.38838226103215,0.5096707005498189
16014,28.0,316.7015820901646,1.7611542393804924,70.83381209704115,-39.0,1.0253294838515497,2.7480490734443532,27.206150072042536,0.8541174210923047
16015,29.0,497.8892956362003,1.765178536639433,69.76786384450774,-39.0,1.1111696744121675,2.7776134178227796,26.34262444055076,0.8067179516770283
16016,23.0,853.9907853505172,1.7342342986870898,22.53828150341486,-39.0,1.1268550598798357,2.7929118169254745,24.82693144309962,0.5172449443308863
16017,24.0,366.6845741590482,1.7589828996596164,40.44734847904409,-39.0,1.4933570815583457,2.6926851608032605,18.27887372192259,0.8178450438974525
16018,29.0,378.75400696932786,1.7564187287130177,83.89594242180387,-38.0,0.5512221618085129,2.7017620315570516,51.75753558173069,0.9501567636530024
16019,27.0,221.95347477067628,1.7670812744821507,27.736159954669198,-40.0,0.7200910851294238,2.7389274475155063,41.63166223173663,0.6851516634616895
16020,31.0,378.7602001025287,1.7862177570242246,77.53286087322883,-36.0,0.7177401366980292,2.965231916667492,38.027051040998,0.8185943664999554
16021,27.0,767.2096155929246,1.7357472486539554,39.424581999097484,-38.0,0.675873766961923,2.8761963829946695,38.718855838210274,0.6947016027084435
16022,31.0,658.1738963178476,1.756227243140335,46.299962672110496,-37.0,1.2175811361686242,2.921295065443698,21.43641100964926,0.6711997373011973
16023,29.0,414.9907215040891,1.776194962197114,14.451373105835778,-35.0,0.6968301030339268,2.8115698633581263,43.150496602299214,0.6247354174478057
16024,30.0,429.22007769807146,1.7399976290785206,40.43281167797225,-38.0,0.6482659233845733,2.777585196566513,40.05023539056973,0.5663212422185143
16025,24.0,610.0115008155406,1.7528745002635577,88.1297783251968,-38.0,0.6778579035339387,2.671939191851274,44.37515374933467,0.9803413111418563
16026,31.0,818.5948663039187,1.7712635175036235,47.40569806702083,-35.0,0.6886908149462734,2.94552006827981,37.7699684239459,0.588460818615884
