id,Delta,I_mult,R0,R_mult,delta_days_intro_VOC,ifr_mult,psi,scaler,seasonality_min
17002,29.0,14.298725465804681,1.0875498533290113,20.287080374659215,11.0,1.6056299648500802,1.8454987995557295,40.85793695529824,0.6278628156838363
17003,32.0,7.22895908309896,1.0201036944822985,11.140682274193567,6.0,0.8341767861463194,1.699119526795434,60.419230672924435,0.7368987821071875
17004,10.0,18.94609687213962,1.0112326935807558,15.548446015474342,34.0,0.9130475193259038,2.0681511191180846,73.9651192957745,0.886812807056504
17005,29.0,13.284581862793237,1.3498191722144255,41.63286136328421,31.0,1.2213779261048927,1.8745075893897307,65.34980782492404,0.6457272360101041
17006,27.0,16.52629417727776,1.423887360652308,46.365565723243684,15.0,1.1236922302764034,1.856135812336677,75.22169403800677,0.6144153118085797
17007,28.0,9.346167305877165,1.4926415894368867,50.31963365706593,11.0,1.8457825815503761,1.7618970057120116,42.47328491916764,0.6378465972290862
17008,16.0,6.029293913327027,1.5811690227515518,53.86744315310402,31.0,1.0494183479523214,1.8845169174582919,86.83205576971424,0.5638610551836042
17009,25.0,17.71362175481567,1.285402057730555,39.538803680076036,8.0,1.8364525529320759,1.630354313273515,44.1016439811918,0.9611450292899982
17010,21.0,8.883144084695733,1.1553793392576446,26.15824544336838,2.0,0.8950654574481559,1.6742263519387373,76.40600880456772,0.9362229008164545
17011,28.0,21.996171697327014,1.088796819406181,23.81382319327974,17.0,1.08972362527276,1.6946894077631403,66.65660771837408,0.8139938782924547
17012,14.0,16.813441784728937,1.230819843664156,33.84044235559451,15.0,1.1548475814283692,1.7599482682172554,70.2231451314683,0.8455148858132366
17013,15.0,14.59600430927173,1.2366427655536008,34.346585594180254,8.0,1.4794430119830975,1.6680915270313674,44.763105062056646,0.6699047950809056
17014,22.0,17.83415237719142,1.0964381195473532,22.67422210835926,36.0,1.5876376624894588,2.0604606756043586,34.412526231044694,0.6668717729883047
17015,32.0,18.384308553100006,1.047916919884555,19.07238201096433,15.0,1.2293073094473472,1.8005301657450952,59.814015304367345,0.9259592530871085
17016,15.0,10.863262523022557,1.0477444834775744,14.324648025703107,25.0,1.4455470695305876,1.8942117235024825,45.58709306504452,0.7126579331579576
17017,31.0,7.6426278722926035,1.2494016214238803,34.58811423351112,25.0,0.8841712835499526,1.8872360725493753,89.14803026547813,0.5581404268566993
17018,22.0,22.54094277565505,1.2961755896775542,39.84134110852622,27.0,1.5722854480172712,1.8492163998563966,50.77055213054926,0.5142493294667199
17019,29.0,11.036939797519043,1.2715540528166973,35.88926272899611,-2.0,1.3045086051562527,1.4476855620389244,58.48418040231597,0.7667653220134404
17020,21.0,13.449125014596799,1.4694158306502858,47.772418451237044,22.0,1.0335587681062657,1.7800289827789015,91.84814017389557,0.7888036443315246
17021,35.0,13.565840658891206,1.1580677319881123,28.06283655071633,22.0,1.3865876600390514,1.7570443639722981,66.1978789345823,0.7384629719086065
17022,26.0,7.595561525994098,1.8471708914129183,66.18662687365438,28.0,1.360336448114489,1.9546117353677117,71.04857741315013,0.5792517649661743
17023,35.0,14.095606165522302,1.2290521169081396,36.851115868214826,15.0,0.8535872727826284,1.8679961408478,82.71808115761935,0.9378409058055344
17024,23.0,18.318681902903187,1.151076382844372,25.85547389248938,14.0,0.8775039966789662,1.6782657103565604,81.0948987426333,0.7964159787608373
17025,21.0,15.490286176264933,1.1653687284666878,28.225880471545537,30.0,0.9401740073071886,1.8011220161769605,68.51906872176265,0.7542261458785118
17026,25.0,18.199680607810212,1.3434859746046166,42.62925564042212,21.0,1.4686296661196556,1.7568516353412387,60.019139567724906,0.5412524125845384
17027,11.0,14.296938908072221,1.3134225390951575,40.63995935663474,25.0,1.1777414682773066,1.8697555519753426,75.52484282729468,0.591713213301839
17028,28.0,23.48853692568994,1.2457905049947033,37.1935110218824,24.0,1.2697406548044095,1.822456150982642,69.27347400897015,0.9047296068854314
17029,25.0,9.719679733778406,1.0697751216547289,18.290744840896018,21.0,0.9341487501285214,1.9129586202522832,54.634633387547005,0.8036152534334565
17030,32.0,15.641383906513642,1.0709585052231463,19.256991480230493,21.0,1.696476318076528,1.6809847052234843,41.30165811278123,0.7147647075104785
17031,26.0,10.78046528799436,1.319266958990315,39.10148029563796,18.0,1.1766875136345134,1.842210688438163,54.51771088653642,0.5518101641538654
17032,22.0,11.996225616220814,1.2559502278543753,34.191736931766506,15.0,0.9428551592688447,1.9308917016513052,76.9669362522699,0.561192524524225
17033,34.0,19.842497287276863,1.0548062233700073,16.97179743680201,13.0,1.2043618758891925,1.795382042105907,57.673138161155435,0.7282860208248437
17034,27.0,17.505523171220904,1.479819150416463,50.40299355373592,23.0,1.4977032578963851,1.6232624594596723,64.81989991320813,0.8180977873651072
17035,30.0,4.182918592117513,1.2080601730858929,27.735813565952604,-1.0,1.4347593953005333,1.685442031085254,47.03245026798348,0.7081807332202745
17036,29.0,10.053885189784147,1.1275386553517104,23.84229162420988,14.0,1.277819926857598,1.6575593028560702,55.73341574055379,0.9045171365702298
17037,30.0,8.135684448385188,1.7634497724536833,61.77362177136264,30.0,1.5519511276583284,2.2042008583867,64.52010449177803,0.5294812240048266
17038,33.0,16.535322918417933,1.160236449816006,27.23719107067947,16.0,1.4699924580622477,1.7898452958442013,56.62942787310329,0.9943815978109141
17039,18.0,9.154580283089942,1.1707689159196422,26.600111029662948,16.0,1.011660622852071,1.7511610767790333,80.27609406514979,0.5737114915906018
17040,33.0,10.521531220981796,1.4931229692185664,52.335115873290505,25.0,1.6578000344776034,1.698239227085824,62.98691166004661,0.8451254453169855
17041,15.0,18.079412942778806,1.1548578691274725,27.70399748986,27.0,0.8900838420709822,1.7590960367973913,70.51333220556074,0.8171994148771831
