date,location_name,daily_deaths,daily_deaths_unscaled,daily_infections
2020-05-26,Bolivia (Plurinational State of),87.22,17.0,476.0
2020-05-27,Bolivia (Plurinational State of),41.04,8.0,632.0
2020-05-28,Bolivia (Plurinational State of),87.22,17.0,619.0
2020-05-29,Bolivia (Plurinational State of),46.17,9.0,344.0
2020-05-30,Bolivia (Plurinational State of),66.69,13.0,861.0
2020-05-31,Bolivia (Plurinational State of),20.52,4.0,390.0
2020-06-01,Bolivia (Plurinational State of),200.08,39.0,549.0
2020-06-02,Bolivia (Plurinational State of),220.6,43.0,460.0
2020-06-03,Bolivia (Plurinational State of),159.04,31.0,647.0
2020-06-04,Bolivia (Plurinational State of),97.48,19.0,607.0
2020-06-05,Bolivia (Plurinational State of),76.96,15.0,483.0
2020-06-06,Bolivia (Plurinational State of),179.56,35.0,630.0
2020-06-07,Bolivia (Plurinational State of),71.82,14.0,285.0
2020-06-08,Bolivia (Plurinational State of),66.69,13.0,306.0
2020-06-09,Bolivia (Plurinational State of),82.09,16.0,695.0
2020-06-10,Bolivia (Plurinational State of),164.17,32.0,637.0
2020-06-11,Bolivia (Plurinational State of),138.52,27.0,884.0
2020-06-12,Bolivia (Plurinational State of),174.43,34.0,764.0
2020-06-13,Bolivia (Plurinational State of),174.43,34.0,913.0
2020-06-14,Bolivia (Plurinational State of),174.43,34.0,617.0
2020-06-15,Bolivia (Plurinational State of),138.52,27.0,614.0
2020-06-16,Bolivia (Plurinational State of),179.56,35.0,810.0
2020-06-17,Bolivia (Plurinational State of),133.39,26.0,802.0
2020-06-18,Bolivia (Plurinational State of),118.0,23.0,814.0
2020-06-19,Bolivia (Plurinational State of),118.0,23.0,977.0
2020-06-20,Bolivia (Plurinational State of),164.17,32.0,1036.0
2020-06-21,Bolivia (Plurinational State of),220.6,43.0,876.0
2020-06-22,Bolivia (Plurinational State of),312.95,61.0,1105.0
2020-06-23,Bolivia (Plurinational State of),174.43,34.0,896.0
2020-06-24,Bolivia (Plurinational State of),200.08,39.0,1098.0
2020-06-25,Bolivia (Plurinational State of),246.26,48.0,1016.0
2020-06-26,Bolivia (Plurinational State of),138.52,27.0,920.0
2020-06-27,Bolivia (Plurinational State of),236.0,46.0,1253.0
2020-06-28,Bolivia (Plurinational State of),292.43,57.0,848.0
2020-06-29,Bolivia (Plurinational State of),384.78,75.0,601.0
2020-06-30,Bolivia (Plurinational State of),343.73,67.0,1094.0
2020-07-01,Bolivia (Plurinational State of),523.29,102.0,1008.0
2020-07-02,Bolivia (Plurinational State of),466.86,91.0,1301.0
2020-07-03,Bolivia (Plurinational State of),323.21,63.0,1290.0
2020-07-04,Bolivia (Plurinational State of),389.91,76.0,1253.0
2020-07-05,Bolivia (Plurinational State of),374.51,73.0,1226.0
2020-07-06,Bolivia (Plurinational State of),277.04,54.0,1212.0
2020-07-07,Bolivia (Plurinational State of),364.25,71.0,1036.0
2020-07-08,Bolivia (Plurinational State of),312.95,61.0,1439.0
2020-07-09,Bolivia (Plurinational State of),410.43,80.0,1129.0
2020-07-10,Bolivia (Plurinational State of),430.95,84.0,1452.0
2020-07-11,Bolivia (Plurinational State of),343.73,67.0,1635.0
2020-07-12,Bolivia (Plurinational State of),348.86,68.0,987.0
2020-07-13,Bolivia (Plurinational State of),395.04,77.0,1063.0
2020-07-14,Bolivia (Plurinational State of),210.34,41.0,1617.0
2020-07-15,Bolivia (Plurinational State of),292.43,57.0,1351.0
2020-07-16,Bolivia (Plurinational State of),277.04,54.0,1938.0
2020-07-17,Bolivia (Plurinational State of),436.08,85.0,1946.0
2020-07-18,Bolivia (Plurinational State of),384.78,75.0,2036.0
2020-07-19,Bolivia (Plurinational State of),297.56,58.0,1444.0
2020-07-20,Bolivia (Plurinational State of),446.34,87.0,1409.0
2020-07-21,Bolivia (Plurinational State of),369.38,72.0,1366.0
2020-07-22,Bolivia (Plurinational State of),369.38,72.0,1778.0
2020-07-23,Bolivia (Plurinational State of),528.42,103.0,1117.0
2020-07-24,Bolivia (Plurinational State of),441.21,86.0,1204.0
2020-07-25,Bolivia (Plurinational State of),415.56,81.0,1825.0
2020-07-26,Bolivia (Plurinational State of),318.08,62.0,1148.0
2020-07-27,Bolivia (Plurinational State of),430.95,84.0,1752.0
2020-07-28,Bolivia (Plurinational State of),487.38,95.0,1146.0
2020-07-29,Bolivia (Plurinational State of),589.99,115.0,1207.0
2020-07-30,Bolivia (Plurinational State of),574.6,112.0,1700.0
2020-07-31,Bolivia (Plurinational State of),554.08,108.0,1555.0
2020-08-01,Bolivia (Plurinational State of),579.73,113.0,2004.0
2020-08-02,Bolivia (Plurinational State of),595.12,116.0,1360.0
2020-08-03,Bolivia (Plurinational State of),502.77,98.0,1693.0
2020-08-04,Bolivia (Plurinational State of),615.64,120.0,1515.0
2020-08-05,Bolivia (Plurinational State of),436.08,85.0,1780.0
2020-08-06,Bolivia (Plurinational State of),533.56,104.0,1282.0
2020-08-07,Bolivia (Plurinational State of),395.04,77.0,1468.0
2020-08-08,Bolivia (Plurinational State of),420.69,82.0,1164.0
2020-08-09,Bolivia (Plurinational State of),348.86,68.0,944.0
2020-08-10,Bolivia (Plurinational State of),482.25,94.0,1636.0
2020-08-11,Bolivia (Plurinational State of),323.21,63.0,1693.0
2020-08-12,Bolivia (Plurinational State of),441.21,86.0,1743.0
2020-08-13,Bolivia (Plurinational State of),384.78,75.0,1388.0
2020-08-14,Bolivia (Plurinational State of),369.38,72.0,1491.0
2020-08-15,Bolivia (Plurinational State of),430.95,84.0,1196.0
2020-08-16,Bolivia (Plurinational State of),369.38,72.0,1198.0
2020-08-17,Bolivia (Plurinational State of),436.08,85.0,879.0
2020-08-18,Bolivia (Plurinational State of),323.21,63.0,1796.0
2020-08-19,Bolivia (Plurinational State of),410.43,80.0,2031.0
2020-08-20,Bolivia (Plurinational State of),482.25,94.0,1015.0
2020-08-21,Bolivia (Plurinational State of),410.43,80.0,1370.0
2020-08-22,Bolivia (Plurinational State of),507.9,99.0,992.0
2020-08-23,Bolivia (Plurinational State of),446.34,87.0,722.0
2020-08-24,Bolivia (Plurinational State of),461.73,90.0,999.0
2020-08-25,Bolivia (Plurinational State of),574.6,112.0,851.0
2020-08-26,Bolivia (Plurinational State of),415.56,81.0,1095.0
2020-08-27,Bolivia (Plurinational State of),436.08,85.0,1035.0
2020-08-28,Bolivia (Plurinational State of),369.38,72.0,1280.0
2020-08-29,Bolivia (Plurinational State of),615.64,120.0,945.0
2020-08-30,Bolivia (Plurinational State of),184.69,36.0,614.0
2020-08-31,Bolivia (Plurinational State of),410.43,80.0,630.0
2020-09-01,Bolivia (Plurinational State of),497.64,97.0,669.0
2020-09-02,Bolivia (Plurinational State of),682.34,133.0,661.0
2020-09-03,Bolivia (Plurinational State of),569.47,111.0,853.0
2020-09-04,Bolivia (Plurinational State of),369.38,72.0,799.0
2020-09-05,Bolivia (Plurinational State of),369.38,72.0,661.0
2020-09-06,Bolivia (Plurinational State of),205.21,40.0,528.0
2020-09-07,Bolivia (Plurinational State of),236.0,46.0,835.0
2020-09-08,Bolivia (Plurinational State of),220.6,43.0,704.0
2020-09-09,Bolivia (Plurinational State of),251.39,49.0,1037.0
2020-09-10,Bolivia (Plurinational State of),241.13,47.0,860.0
2020-09-11,Bolivia (Plurinational State of),292.43,57.0,967.0
2020-09-12,Bolivia (Plurinational State of),241.13,47.0,810.0
2020-09-13,Bolivia (Plurinational State of),241.13,47.0,809.0
2020-09-14,Bolivia (Plurinational State of),256.52,50.0,828.0
2020-09-15,Bolivia (Plurinational State of),271.91,53.0,667.0
2020-09-16,Bolivia (Plurinational State of),159.04,31.0,586.0
2020-09-17,Bolivia (Plurinational State of),169.3,33.0,547.0
2020-09-18,Bolivia (Plurinational State of),200.08,39.0,632.0
2020-09-19,Bolivia (Plurinational State of),184.69,36.0,419.0
2020-09-20,Bolivia (Plurinational State of),159.04,31.0,206.0
2020-09-21,Bolivia (Plurinational State of),189.82,37.0,310.0
2020-09-22,Bolivia (Plurinational State of),200.08,39.0,467.0
2020-09-23,Bolivia (Plurinational State of),194.95,38.0,537.0
2020-09-24,Bolivia (Plurinational State of),174.43,34.0,628.0
2020-09-25,Bolivia (Plurinational State of),179.56,35.0,604.0
2020-09-26,Bolivia (Plurinational State of),143.65,28.0,370.0
2020-09-27,Bolivia (Plurinational State of),153.91,30.0,309.0
2020-09-28,Bolivia (Plurinational State of),215.47,42.0,322.0
2020-09-29,Bolivia (Plurinational State of),159.04,31.0,418.0
2020-09-30,Bolivia (Plurinational State of),174.43,34.0,670.0
2020-10-01,Bolivia (Plurinational State of),184.69,36.0,405.0
2020-10-02,Bolivia (Plurinational State of),225.73,44.0,503.0
2020-10-03,Bolivia (Plurinational State of),143.65,28.0,350.0
2020-10-04,Bolivia (Plurinational State of),143.65,28.0,299.0
2020-10-05,Bolivia (Plurinational State of),143.65,28.0,239.0
2020-10-06,Bolivia (Plurinational State of),138.52,27.0,361.0
2020-10-07,Bolivia (Plurinational State of),184.69,36.0,238.0
2020-10-08,Bolivia (Plurinational State of),184.69,36.0,263.0
2020-10-09,Bolivia (Plurinational State of),174.43,34.0,257.0
2020-10-10,Bolivia (Plurinational State of),153.91,30.0,237.0
2020-10-11,Bolivia (Plurinational State of),82.09,16.0,111.0
2020-10-12,Bolivia (Plurinational State of),92.35,18.0,121.0
2020-10-13,Bolivia (Plurinational State of),128.26,25.0,227.0
2020-10-14,Bolivia (Plurinational State of),133.39,26.0,219.0
2020-10-15,Bolivia (Plurinational State of),153.91,30.0,178.0
2020-10-16,Bolivia (Plurinational State of),164.17,32.0,243.0
2020-10-17,Bolivia (Plurinational State of),123.13,24.0,148.0
2020-10-18,Bolivia (Plurinational State of),92.35,18.0,61.0
2020-10-19,Bolivia (Plurinational State of),107.74,21.0,119.0
2020-10-20,Bolivia (Plurinational State of),123.13,24.0,147.0
2020-10-21,Bolivia (Plurinational State of),164.17,32.0,191.0
2020-10-22,Bolivia (Plurinational State of),133.39,26.0,217.0
2020-10-23,Bolivia (Plurinational State of),123.13,24.0,167.0
2020-10-24,Bolivia (Plurinational State of),97.48,19.0,167.0
2020-10-25,Bolivia (Plurinational State of),92.35,18.0,74.0
2020-10-26,Bolivia (Plurinational State of),66.69,13.0,99.0
2020-10-27,Bolivia (Plurinational State of),71.82,14.0,172.0
2020-10-28,Bolivia (Plurinational State of),112.87,22.0,197.0
2020-10-29,Bolivia (Plurinational State of),56.43,11.0,163.0
2020-10-30,Bolivia (Plurinational State of),51.3,10.0,147.0
2020-10-31,Bolivia (Plurinational State of),51.3,10.0,126.0
2020-11-01,Bolivia (Plurinational State of),30.78,6.0,76.0
2020-11-02,Bolivia (Plurinational State of),51.3,10.0,34.0
2020-11-03,Bolivia (Plurinational State of),51.3,10.0,69.0
2020-11-04,Bolivia (Plurinational State of),35.91,7.0,126.0
2020-11-05,Bolivia (Plurinational State of),51.3,10.0,139.0
2020-11-06,Bolivia (Plurinational State of),66.69,13.0,142.0
2020-11-07,Bolivia (Plurinational State of),46.17,9.0,84.0
2020-11-08,Bolivia (Plurinational State of),25.65,5.0,48.0
2020-11-09,Bolivia (Plurinational State of),35.91,7.0,86.0
2020-11-10,Bolivia (Plurinational State of),30.78,6.0,103.0
2020-11-11,Bolivia (Plurinational State of),51.3,10.0,112.0
2020-11-12,Bolivia (Plurinational State of),35.91,7.0,113.0
2020-11-13,Bolivia (Plurinational State of),51.3,10.0,180.0
2020-11-14,Bolivia (Plurinational State of),30.78,6.0,112.0
2020-11-15,Bolivia (Plurinational State of),41.04,8.0,65.0
2020-11-16,Bolivia (Plurinational State of),51.3,10.0,125.0
2020-11-17,Bolivia (Plurinational State of),35.91,7.0,102.0
2020-11-18,Bolivia (Plurinational State of),46.17,9.0,96.0
2020-11-19,Bolivia (Plurinational State of),71.82,14.0,187.0
2020-11-20,Bolivia (Plurinational State of),56.43,11.0,98.0
2020-11-21,Bolivia (Plurinational State of),20.52,4.0,68.0
2020-11-22,Bolivia (Plurinational State of),15.39,3.0,56.0
2020-11-23,Bolivia (Plurinational State of),46.17,9.0,56.0
2020-11-24,Bolivia (Plurinational State of),61.56,12.0,113.0
2020-11-25,Bolivia (Plurinational State of),25.65,5.0,129.0
2020-11-26,Bolivia (Plurinational State of),30.78,6.0,114.0
2020-11-27,Bolivia (Plurinational State of),20.52,4.0,104.0
2020-11-28,Bolivia (Plurinational State of),30.78,6.0,98.0
2020-11-29,Bolivia (Plurinational State of),15.39,3.0,30.0
2020-11-30,Bolivia (Plurinational State of),25.65,5.0,86.0
2020-12-01,Bolivia (Plurinational State of),30.78,6.0,102.0
2020-12-02,Bolivia (Plurinational State of),46.17,9.0,184.0
2020-12-03,Bolivia (Plurinational State of),51.3,10.0,192.0
2020-12-04,Bolivia (Plurinational State of),25.65,5.0,139.0
2020-12-05,Bolivia (Plurinational State of),25.65,5.0,167.0
2020-12-06,Bolivia (Plurinational State of),15.39,3.0,68.0
2020-12-07,Bolivia (Plurinational State of),10.26,2.0,97.0
2020-12-08,Bolivia (Plurinational State of),25.65,5.0,189.0
2020-12-09,Bolivia (Plurinational State of),10.26,2.0,214.0
2020-12-10,Bolivia (Plurinational State of),20.52,4.0,325.0
2020-12-11,Bolivia (Plurinational State of),25.65,5.0,312.0
2020-12-12,Bolivia (Plurinational State of),5.13,1.0,333.0
2020-12-13,Bolivia (Plurinational State of),20.52,4.0,120.0
2020-12-14,Bolivia (Plurinational State of),30.78,6.0,195.0
2020-12-15,Bolivia (Plurinational State of),10.26,2.0,371.0
2020-12-16,Bolivia (Plurinational State of),15.39,3.0,498.0
2020-12-17,Bolivia (Plurinational State of),10.26,2.0,451.0
2020-12-18,Bolivia (Plurinational State of),10.26,2.0,484.0
2020-12-19,Bolivia (Plurinational State of),10.26,2.0,621.0
2020-12-20,Bolivia (Plurinational State of),5.13,1.0,253.0
2020-12-21,Bolivia (Plurinational State of),35.91,7.0,362.0
2020-12-22,Bolivia (Plurinational State of),46.17,9.0,674.0
2020-12-23,Bolivia (Plurinational State of),66.69,13.0,1005.0
2020-12-24,Bolivia (Plurinational State of),56.43,11.0,1057.0
2020-12-25,Bolivia (Plurinational State of),35.91,7.0,469.0
2020-12-26,Bolivia (Plurinational State of),51.3,10.0,759.0
2020-12-27,Bolivia (Plurinational State of),25.65,5.0,494.0
2020-12-28,Bolivia (Plurinational State of),41.04,8.0,751.0
2020-12-29,Bolivia (Plurinational State of),148.78,29.0,1293.0
2020-12-30,Bolivia (Plurinational State of),71.82,14.0,1485.0
2020-12-31,Bolivia (Plurinational State of),82.09,16.0,1752.0
2021-01-01,Bolivia (Plurinational State of),51.3,10.0,861.0
2021-01-02,Bolivia (Plurinational State of),56.43,11.0,1070.0
2021-01-03,Bolivia (Plurinational State of),76.96,15.0,606.0
2021-01-04,Bolivia (Plurinational State of),92.35,18.0,1010.0
2021-01-05,Bolivia (Plurinational State of),112.87,22.0,1597.0
2021-01-06,Bolivia (Plurinational State of),236.0,46.0,1713.0
2021-01-07,Bolivia (Plurinational State of),87.22,17.0,1910.0
2021-01-08,Bolivia (Plurinational State of),123.13,24.0,2263.0
2021-01-09,Bolivia (Plurinational State of),118.0,23.0,1644.0
2021-01-10,Bolivia (Plurinational State of),128.26,25.0,1098.0
2021-01-11,Bolivia (Plurinational State of),200.08,39.0,1392.0
2021-01-12,Bolivia (Plurinational State of),200.08,39.0,1473.0
2021-01-13,Bolivia (Plurinational State of),200.08,39.0,2057.0
2021-01-14,Bolivia (Plurinational State of),189.82,37.0,2198.0
2021-01-15,Bolivia (Plurinational State of),210.34,41.0,2573.0
2021-01-16,Bolivia (Plurinational State of),128.26,25.0,2091.0
2021-01-17,Bolivia (Plurinational State of),205.21,40.0,1503.0
2021-01-18,Bolivia (Plurinational State of),225.73,44.0,1550.0
2021-01-19,Bolivia (Plurinational State of),215.47,42.0,2357.0
2021-01-20,Bolivia (Plurinational State of),215.47,42.0,2655.0
2021-01-21,Bolivia (Plurinational State of),277.04,54.0,2648.0
2021-01-22,Bolivia (Plurinational State of),271.91,53.0,1864.0
2021-01-23,Bolivia (Plurinational State of),287.3,56.0,1732.0
2021-01-24,Bolivia (Plurinational State of),297.56,58.0,1048.0
2021-01-25,Bolivia (Plurinational State of),338.6,66.0,1781.0
2021-01-26,Bolivia (Plurinational State of),277.04,54.0,2390.0
2021-01-27,Bolivia (Plurinational State of),318.08,62.0,2866.0
2021-01-28,Bolivia (Plurinational State of),302.69,59.0,2652.0
2021-01-29,Bolivia (Plurinational State of),271.91,53.0,2666.0
2021-01-30,Bolivia (Plurinational State of),261.65,51.0,2005.0
2021-01-31,Bolivia (Plurinational State of),251.39,49.0,1438.0
2021-02-01,Bolivia (Plurinational State of),307.82,60.0,1464.0
2021-02-02,Bolivia (Plurinational State of),384.78,75.0,2127.0
2021-02-03,Bolivia (Plurinational State of),297.56,58.0,2021.0
2021-02-04,Bolivia (Plurinational State of),318.08,62.0,1787.0
2021-02-05,Bolivia (Plurinational State of),277.04,54.0,1676.0
2021-02-06,Bolivia (Plurinational State of),338.6,66.0,1218.0
2021-02-07,Bolivia (Plurinational State of),220.6,43.0,839.0
2021-02-08,Bolivia (Plurinational State of),348.86,68.0,1220.0
2021-02-09,Bolivia (Plurinational State of),333.47,65.0,1544.0
2021-02-10,Bolivia (Plurinational State of),343.73,67.0,1771.0
2021-02-11,Bolivia (Plurinational State of),246.26,48.0,1352.0
2021-02-12,Bolivia (Plurinational State of),323.21,63.0,1244.0
2021-02-13,Bolivia (Plurinational State of),246.26,48.0,938.0
2021-02-14,Bolivia (Plurinational State of),241.13,47.0,696.0
2021-02-15,Bolivia (Plurinational State of),164.17,32.0,412.0
2021-02-16,Bolivia (Plurinational State of),205.21,40.0,562.0
2021-02-17,Bolivia (Plurinational State of),148.78,29.0,789.0
2021-02-18,Bolivia (Plurinational State of),256.52,50.0,1029.0
2021-02-19,Bolivia (Plurinational State of),189.82,37.0,1152.0
2021-02-20,Bolivia (Plurinational State of),138.52,27.0,1095.0
2021-02-21,Bolivia (Plurinational State of),123.13,24.0,521.0
2021-02-22,Bolivia (Plurinational State of),148.78,29.0,884.0
2021-02-23,Bolivia (Plurinational State of),194.95,38.0,1204.0
2021-02-24,Bolivia (Plurinational State of),200.08,39.0,1339.0
2021-02-25,Bolivia (Plurinational State of),153.91,30.0,1103.0
2021-02-26,Bolivia (Plurinational State of),164.17,32.0,1069.0
2021-02-27,Bolivia (Plurinational State of),97.48,19.0,656.0
2021-02-28,Bolivia (Plurinational State of),107.74,21.0,463.0
2021-03-01,Bolivia (Plurinational State of),87.22,17.0,757.0
2021-03-02,Bolivia (Plurinational State of),189.82,37.0,790.0
2021-03-03,Bolivia (Plurinational State of),159.04,31.0,834.0
2021-03-04,Bolivia (Plurinational State of),138.52,27.0,969.0
2021-03-05,Bolivia (Plurinational State of),143.65,28.0,937.0
2021-03-06,Bolivia (Plurinational State of),92.35,18.0,653.0
2021-03-07,Bolivia (Plurinational State of),82.09,16.0,323.0
2021-03-08,Bolivia (Plurinational State of),112.87,22.0,463.0
2021-03-09,Bolivia (Plurinational State of),66.69,13.0,885.0
2021-03-10,Bolivia (Plurinational State of),133.39,26.0,841.0
2021-03-11,Bolivia (Plurinational State of),97.48,19.0,778.0
2021-03-12,Bolivia (Plurinational State of),138.52,27.0,1084.0
2021-03-13,Bolivia (Plurinational State of),71.82,14.0,680.0
2021-03-14,Bolivia (Plurinational State of),71.82,14.0,385.0
2021-03-15,Bolivia (Plurinational State of),82.09,16.0,670.0
2021-03-16,Bolivia (Plurinational State of),118.0,23.0,929.0
2021-03-17,Bolivia (Plurinational State of),92.35,18.0,1068.0
2021-03-18,Bolivia (Plurinational State of),66.69,13.0,885.0
2021-03-19,Bolivia (Plurinational State of),66.69,13.0,867.0
2021-03-20,Bolivia (Plurinational State of),51.3,10.0,603.0
2021-03-21,Bolivia (Plurinational State of),46.17,9.0,223.0
2021-03-22,Bolivia (Plurinational State of),71.82,14.0,573.0
2021-03-23,Bolivia (Plurinational State of),97.48,19.0,879.0
2021-03-24,Bolivia (Plurinational State of),71.82,14.0,973.0
2021-03-25,Bolivia (Plurinational State of),123.13,24.0,774.0
2021-03-26,Bolivia (Plurinational State of),61.56,12.0,878.0
2021-03-27,Bolivia (Plurinational State of),112.87,22.0,591.0
2021-03-28,Bolivia (Plurinational State of),107.74,21.0,326.0
2021-03-29,Bolivia (Plurinational State of),128.26,25.0,719.0
2021-03-30,Bolivia (Plurinational State of),143.65,28.0,1072.0
2021-03-31,Bolivia (Plurinational State of),92.35,18.0,992.0
2021-04-01,Bolivia (Plurinational State of),118.0,23.0,916.0
2021-04-02,Bolivia (Plurinational State of),128.26,25.0,620.0
2021-04-03,Bolivia (Plurinational State of),56.43,11.0,520.0
2021-04-04,Bolivia (Plurinational State of),41.04,8.0,467.0
2021-04-05,Bolivia (Plurinational State of),102.61,20.0,458.0
2021-04-06,Bolivia (Plurinational State of),112.87,22.0,1498.0
2021-04-07,Bolivia (Plurinational State of),97.48,19.0,1076.0
2021-04-08,Bolivia (Plurinational State of),138.52,27.0,1241.0
2021-04-09,Bolivia (Plurinational State of),82.09,16.0,1442.0
2021-04-10,Bolivia (Plurinational State of),71.82,14.0,921.0
2021-04-11,Bolivia (Plurinational State of),46.17,9.0,525.0
2021-04-12,Bolivia (Plurinational State of),92.35,18.0,989.0
2021-04-13,Bolivia (Plurinational State of),138.52,27.0,1099.0
2021-04-14,Bolivia (Plurinational State of),118.0,23.0,1108.0
