Day,one_dose_daily,two_dose_daily
2020-12-27,4101.466666666666,0.0
2020-12-28,4101.466666666666,0.0
2020-12-29,4101.466666666666,0.0
2020-12-30,4101.466666666665,0.0
2020-12-31,4101.466666666667,0.0
2021-01-01,4101.466666666667,0.0
2021-01-02,4101.466666666664,0.0
2021-01-03,4101.466666666667,0.0
2021-01-04,4101.466666666667,0.0
2021-01-05,4101.466666666667,0.0
2021-01-06,4101.466666666667,0.0
2021-01-07,4101.46666666666,0.0
2021-01-08,4101.466666666667,0.0
2021-01-09,4101.466666666667,0.0
2021-01-10,4101.466666666667,0.0
2021-01-11,4101.46666666666,0.0
2021-01-12,4101.466666666674,0.0
2021-01-13,4101.46666666666,0.0
2021-01-14,4101.466666666674,0.0
2021-01-15,81597.6,0.0
2021-01-16,37560.79999999999,0.0
2021-01-17,10361.600000000037,0.0
2021-01-18,11656.799999999988,0.0
2021-01-19,7771.1999999999825,0.0
2021-01-20,10361.600000000037,0.0
2021-01-21,10361.599999999948,0.0
2021-01-22,3885.600000000006,0.0
2021-01-23,3885.600000000035,0.0
2021-01-24,55693.600000000006,0.0
2021-01-25,2590.399999999965,0.0
2021-01-26,3885.5999999999767,0.0
2021-01-27,2590.4000000000237,0.0
2021-01-28,5180.799999999988,0.0
2021-01-29,3885.5999999999767,0.0
2021-01-30,1295.2000000000698,0.0
2021-01-31,3885.5999999999767,0.0
2021-02-01,5180.799999999988,0.0
2021-02-02,5180.800000000047,0.0
2021-02-03,0.0,0.0
2021-02-04,0.0,0.0
2021-02-05,0.0,0.0
2021-02-06,0.0,0.0
2021-02-07,0.0,0.0
2021-02-08,0.0,0.0
2021-02-09,0.0,0.0
2021-02-10,0.0,0.0
2021-02-11,0.0,0.0
2021-02-12,0.0,0.0
2021-02-13,0.0,0.0
2021-02-14,0.0,0.0
2021-02-15,0.0,0.0
2021-02-16,0.0,0.0
2021-02-17,0.0,0.0
2021-02-18,0.0,0.0
2021-02-19,0.0,0.0
2021-02-20,0.0,0.0
2021-02-21,0.0,0.0
2021-02-22,0.0,0.0
2021-02-23,0.0,0.0
2021-02-24,0.0,0.0
2021-02-25,0.0,0.0
2021-02-26,92.51428571424913,0.0
2021-02-27,92.51428571430732,0.0
2021-02-28,92.51428571424913,0.0
2021-03-01,92.51428571430732,0.0
2021-03-02,92.51428571424913,0.0
2021-03-03,92.51428571430732,0.0
2021-03-04,92.51428571424913,0.0
2021-03-05,92.51428571430732,0.0
2021-03-06,92.51428571430732,0.0
2021-03-07,92.51428571424913,0.0
2021-03-08,92.51428571430732,0.0
2021-03-09,92.51428571430732,0.0
2021-03-10,92.51428571424913,0.0
2021-03-11,92.51428571430732,0.0
2021-03-12,0.0,0.0
2021-03-13,0.0,0.0
2021-03-14,0.0,0.0
2021-03-15,0.0,0.0
2021-03-16,0.0,0.0
2021-03-17,0.0,0.0
2021-03-18,0.0,0.0
2021-03-19,0.0,6029.379310344826
2021-03-20,0.0,6029.379310344826
2021-03-21,0.0,6029.379310344826
2021-03-22,0.0,6029.379310344833
2021-03-23,0.0,6029.379310344826
2021-03-24,0.0,6029.379310344826
2021-03-25,0.0,6029.379310344826
2021-03-26,0.0,6029.379310344826
2021-03-27,0.0,6029.379310344826
2021-03-28,0.0,6029.379310344841
2021-03-29,0.0,6029.379310344812
2021-03-30,0.0,6029.379310344841
2021-03-31,0.0,6029.379310344812
2021-04-01,0.0,6029.379310344841
2021-04-02,0.0,6029.379310344797
2021-04-03,0.0,6029.379310344841
2021-04-04,0.0,6029.379310344841
2021-04-05,0.0,6029.37931034487
2021-04-06,0.0,6029.379310344812
2021-04-07,0.0,6029.379310344812
2021-04-08,0.0,6029.379310344812
2021-04-09,0.0,6029.379310344812
2021-04-10,0.0,6029.37931034487
2021-04-11,0.0,6029.379310344812
2021-04-12,0.0,6029.379310344841
2021-04-13,0.0,6029.379310344812
2021-04-14,0.0,6029.379310344812
