date,location_name,daily_deaths,daily_deaths_unscaled,daily_infections
2020-02-26,Mozambique,,,
2020-02-27,Mozambique,,,
2020-02-28,Mozambique,,,
2020-02-29,Mozambique,,,
2020-03-01,Mozambique,,,
2020-03-02,Mozambique,,,
2020-03-03,Mozambique,,,
2020-03-04,Mozambique,,,
2020-03-05,Mozambique,,,
2020-03-06,Mozambique,,,
2020-03-07,Mozambique,,,
2020-03-08,Mozambique,,,
2020-03-09,Mozambique,,,
2020-03-10,Mozambique,,,
2020-03-11,Mozambique,,,
2020-03-12,Mozambique,,,
2020-03-13,Mozambique,,,
2020-03-14,Mozambique,,,
2020-03-15,Mozambique,,,
2020-03-16,Mozambique,,,
2020-03-17,Mozambique,,,
2020-03-18,Mozambique,,,
2020-03-19,Mozambique,,,
2020-03-20,Mozambique,,,
2020-03-21,Mozambique,,,
2020-03-22,Mozambique,0.0,0.0,1.0
2020-03-23,Mozambique,0.0,0.0,0.0
2020-03-24,Mozambique,0.0,0.0,2.0
2020-03-25,Mozambique,0.0,0.0,2.0
2020-03-26,Mozambique,0.0,0.0,2.0
2020-03-27,Mozambique,0.0,0.0,0.0
2020-03-28,Mozambique,0.0,0.0,1.0
2020-03-29,Mozambique,0.0,0.0,0.0
2020-03-30,Mozambique,0.0,0.0,0.0
2020-03-31,Mozambique,0.0,0.0,0.0
2020-04-01,Mozambique,0.0,0.0,2.0
2020-04-02,Mozambique,0.0,0.0,0.0
2020-04-03,Mozambique,0.0,0.0,0.0
2020-04-04,Mozambique,0.0,0.0,0.0
2020-04-05,Mozambique,0.0,0.0,0.0
2020-04-06,Mozambique,0.0,0.0,0.0
2020-04-07,Mozambique,0.0,0.0,0.0
2020-04-08,Mozambique,0.0,0.0,7.0
2020-04-09,Mozambique,0.0,0.0,0.0
2020-04-10,Mozambique,0.0,0.0,3.0
2020-04-11,Mozambique,0.0,0.0,0.0
2020-04-12,Mozambique,0.0,0.0,1.0
2020-04-13,Mozambique,0.0,0.0,0.0
2020-04-14,Mozambique,0.0,0.0,7.0
2020-04-15,Mozambique,0.0,0.0,1.0
2020-04-16,Mozambique,0.0,0.0,2.0
2020-04-17,Mozambique,0.0,0.0,3.0
2020-04-18,Mozambique,0.0,0.0,1.0
2020-04-19,Mozambique,0.0,0.0,4.0
2020-04-20,Mozambique,0.0,0.0,0.0
2020-04-21,Mozambique,0.0,0.0,0.0
2020-04-22,Mozambique,0.0,0.0,2.0
2020-04-23,Mozambique,0.0,0.0,5.0
2020-04-24,Mozambique,0.0,0.0,19.0
2020-04-25,Mozambique,0.0,0.0,5.0
2020-04-26,Mozambique,0.0,0.0,6.0
2020-04-27,Mozambique,0.0,0.0,0.0
2020-04-28,Mozambique,0.0,0.0,0.0
2020-04-29,Mozambique,0.0,0.0,0.0
2020-04-30,Mozambique,0.0,0.0,0.0
2020-05-01,Mozambique,0.0,0.0,3.0
2020-05-02,Mozambique,0.0,0.0,0.0
2020-05-03,Mozambique,0.0,0.0,1.0
2020-05-04,Mozambique,0.0,0.0,0.0
2020-05-05,Mozambique,0.0,0.0,1.0
2020-05-06,Mozambique,0.0,0.0,0.0
2020-05-07,Mozambique,0.0,0.0,0.0
2020-05-08,Mozambique,0.0,0.0,1.0
2020-05-09,Mozambique,0.0,0.0,5.0
2020-05-10,Mozambique,0.0,0.0,4.0
2020-05-11,Mozambique,0.0,0.0,12.0
2020-05-12,Mozambique,0.0,0.0,1.0
2020-05-13,Mozambique,0.0,0.0,0.0
2020-05-14,Mozambique,0.0,0.0,11.0
2020-05-15,Mozambique,0.0,0.0,4.0
2020-05-16,Mozambique,0.0,0.0,10.0
2020-05-17,Mozambique,0.0,0.0,8.0
2020-05-18,Mozambique,0.0,0.0,8.0
2020-05-19,Mozambique,0.0,0.0,1.0
2020-05-20,Mozambique,0.0,0.0,10.0
2020-05-21,Mozambique,0.0,0.0,6.0
2020-05-22,Mozambique,0.0,0.0,2.0
2020-05-23,Mozambique,0.0,0.0,4.0
2020-05-24,Mozambique,0.0,0.0,26.0
2020-05-25,Mozambique,19.0,1.0,15.0
2020-05-26,Mozambique,0.0,0.0,4.0
2020-05-27,Mozambique,0.0,0.0,14.0
2020-05-28,Mozambique,19.0,1.0,6.0
2020-05-29,Mozambique,0.0,0.0,1.0
2020-05-30,Mozambique,0.0,0.0,10.0
2020-05-31,Mozambique,0.0,0.0,10.0
2020-06-01,Mozambique,0.0,0.0,0.0
2020-06-02,Mozambique,0.0,0.0,53.0
2020-06-03,Mozambique,0.0,0.0,9.0
2020-06-04,Mozambique,0.0,0.0,36.0
2020-06-05,Mozambique,0.0,0.0,2.0
2020-06-06,Mozambique,0.0,0.0,55.0
2020-06-07,Mozambique,0.0,0.0,15.0
2020-06-08,Mozambique,0.0,0.0,9.0
2020-06-09,Mozambique,0.0,0.0,20.0
2020-06-10,Mozambique,0.0,0.0,19.0
2020-06-11,Mozambique,0.0,0.0,17.0
2020-06-12,Mozambique,0.0,0.0,20.0
2020-06-13,Mozambique,0.0,0.0,44.0
2020-06-14,Mozambique,19.0,1.0,30.0
2020-06-15,Mozambique,0.0,0.0,26.0
2020-06-16,Mozambique,19.0,1.0,29.0
2020-06-17,Mozambique,0.0,0.0,13.0
2020-06-18,Mozambique,0.0,0.0,11.0
2020-06-19,Mozambique,0.0,0.0,6.0
2020-06-20,Mozambique,0.0,0.0,20.0
2020-06-21,Mozambique,19.0,1.0,45.0
2020-06-22,Mozambique,0.0,0.0,4.0
