year_week,red
2020-07,0.9169624999999999
2020-08,0.9337190476190476
2020-09,1.0298809523809525
2020-10,1.1461333333333332
2020-11,0.9367317460317458
2020-12,0.947847619047619
2020-13,0.8057063492063491
2020-14,0.7082666666666666
2020-15,0.5743984126984127
2020-16,0.5838936507936509
2020-17,0.6174920634920635
2020-18,0.6301761904761903
2020-19,0.750484126984127
2020-20,0.7547206349206348
2020-21,0.7984984126984127
2020-22,0.8553523809523809
2020-23,0.9116809523809523
2020-24,0.895411111111111
2020-25,0.8819015873015873
2020-26,0.9336507936507937
2020-27,1.007784126984127
2020-28,0.8690428571428571
2020-29,0.910068253968254
2020-30,0.9247
2020-31,0.9710174603174603
2020-32,0.9152825396825396
2020-33,0.9327047619047619
2020-34,0.9152936507936509
2020-35,0.9778317460317459
2020-36,0.9754920634920635
2020-37,0.9849428571428572
2020-38,0.9801539682539683
2020-39,0.9721142857142858
2020-40,0.9145555555555556
2020-41,0.8801650793650795
2020-42,0.922215873015873
2020-43,0.9139619047619048
2020-44,1.0230857142857144
2020-45,0.9774222222222223
2020-46,0.906388888888889
2020-47,0.9108444444444445
2020-48,1.0121507936507936
2020-49,1.017784126984127
2020-50,0.9846079365079365
2020-51,1.0205539682539684
2020-52,0.9254095238095239
2020-53,0.8389444444444445
2021-01,0.9273539682539683
2021-02,0.6953285714285714
2021-03,0.6109380952380953
2021-04,0.7338952380952382
2021-05,0.7656809523809524
2021-06,0.7837000000000002
2021-07,0.7789031746031746
2021-08,0.8794666666666666
2021-09,0.9681904761904762
2021-10,0.7928365079365081
2021-11,0.9577507936507936
2021-12,1.0474222222222223
2021-13,0.9855936507936508
2021-14,1.0584539682539682
2021-15,1.123895238095238
2021-16,1.2283174603174605
2021-17,1.3032333333333332
2021-18,1.3827031746031744
2021-19,1.337088888888889
2021-20,1.3428873015873015
2021-21,1.4313142857142858
2021-22,1.4784301587301587
2021-23,1.3583761904761906
2021-24,1.165411111111111
2021-25,1.0793253968253969
2021-26,1.1108936507936507
2021-27,0.9986936507936507
2021-28,1.1980761904761903
2021-29,1.2346968253968256
2021-30,1.3548857142857147
2021-31,1.3122952380952382
2021-32,0.8541714285714285
2021-33,1.2885365079365079
2021-34,1.3686238095238095
2021-35,1.4970936507936508
2021-36,1.45855873015873
2021-37,1.4243619047619045
2021-38,1.5324222222222221
2021-39,1.6211190476190473
2021-40,1.5580873015873016
2021-41,1.5429174603174602
2021-42,1.4977142857142858
2021-43,1.587715873015873
2021-44,1.5891253968253969
2021-45,1.535577777777778
2021-46,1.516615873015873
2021-47,1.6882555555555554
2021-48,1.6793825396825395
2021-49,1.6523984126984128
2021-50,1.5443888888888888
2021-51,1.4949126984126984
2021-52,1.4929422222222222
