year_week,red
2020-07,1.0265625
2020-08,1.1245301587301586
2020-09,1.1370126984126985
2020-10,1.2181571428571427
2020-11,1.1674761904761906
2020-12,0.7141825396825398
2020-13,0.15928571428571428
2020-14,0.08366349206349206
2020-15,0.0778015873015873
2020-16,0.09457301587301589
2020-17,0.10400793650793648
2020-18,0.12942857142857142
2020-19,0.1874825396825397
2020-20,0.3101984126984127
2020-21,0.3749476190476191
2020-22,0.5391365079365079
2020-23,0.6523015873015873
2020-24,0.6881841269841269
2020-25,0.6889825396825398
2020-26,0.5911349206349207
2020-27,0.5020428571428571
2020-28,0.3980761904761905
2020-29,0.3810888888888889
2020-30,0.4115349206349207
2020-31,0.39426349206349204
2020-32,0.5069761904761905
2020-33,0.5670396825396825
2020-34,0.6078619047619048
2020-35,0.6557142857142857
2020-36,0.6545047619047618
2020-37,0.6779984126984128
2020-38,0.6921603174603176
2020-39,0.6408396825396826
2020-40,0.6609746031746031
2020-41,0.5161444444444444
2020-42,0.6297047619047618
2020-43,0.6357015873015873
2020-44,0.6408619047619047
2020-45,0.6431746031746032
2020-46,0.5865904761904762
2020-47,0.5755
2020-48,0.5985904761904762
2020-49,0.6101809523809525
2020-50,0.595979365079365
2020-51,0.615452380952381
2020-52,0.6435111111111113
2020-53,0.47430793650793646
2021-01,0.4522968253968254
2021-02,0.520579365079365
2021-03,0.4814730158730158
2021-04,0.521431746031746
2021-05,0.5570047619047619
2021-06,0.5666476190476191
2021-07,0.588215873015873
2021-08,0.5392904761904761
2021-09,0.6690396825396825
2021-10,0.6178666666666667
2021-11,0.6518476190476191
2021-12,0.6081650793650794
2021-13,0.6313126984126984
2021-14,0.6765317460317462
2021-15,0.6295777777777778
2021-16,0.6170269841269841
2021-17,0.6162603174603174
2021-18,0.5774984126984127
2021-19,0.5963253968253969
2021-20,0.6960952380952381
2021-21,0.7065984126984127
2021-22,0.7451238095238095
2021-23,0.7147222222222221
2021-24,0.6722777777777778
2021-25,0.6175365079365079
2021-26,0.6026412698412699
2021-27,0.5901317460317461
2021-28,0.6123380952380952
2021-29,0.5396238095238096
2021-30,0.6070507936507937
2021-31,0.6265587301587301
2021-32,0.644115873015873
2021-33,0.6670301587301589
2021-34,0.6898984126984128
2021-35,0.6775492063492063
2021-36,0.7415873015873016
2021-37,0.8002142857142858
2021-38,0.7586904761904761
2021-39,0.7640174603174603
2021-40,0.7804460317460317
2021-41,0.826484126984127
2021-42,0.7864158730158729
2021-43,0.7845746031746031
2021-44,0.7588174603174602
2021-45,0.700684126984127
2021-46,0.788804761904762
2021-47,0.7681238095238095
2021-48,0.772715873015873
2021-49,0.7923603174603174
2021-50,0.7906492063492063
2021-51,0.8162428571428572
2021-52,0.7824355555555556
