year_week,red
2020-07,0.9802
2020-08,1.0919015873015872
2020-09,0.7790873015873016
2020-10,1.0506222222222221
2020-11,0.9235253968253969
2020-12,0.3797619047619048
2020-13,0.024196825396825414
2020-14,0.028034920634920645
2020-15,0.030369841269841276
2020-16,0.034458730158730154
2020-17,0.039219047619047605
2020-18,0.04073968253968253
2020-19,0.0546
2020-20,0.07927619047619049
2020-21,0.09967460317460317
2020-22,0.12893333333333334
2020-23,0.1822619047619048
2020-24,0.1857285714285715
2020-25,0.21122698412698412
2020-26,0.16392539682539684
2020-27,0.15701428571428572
2020-28,0.18892857142857147
2020-29,0.2084126984126984
2020-30,0.23745396825396828
2020-31,0.23788095238095242
2020-32,0.2172111111111111
2020-33,0.25893174603174607
2020-34,0.27948730158730156
2020-35,0.3244222222222222
2020-36,0.3816015873015873
2020-37,0.4258222222222222
2020-38,0.4342809523809524
2020-39,0.43557936507936507
2020-40,0.4700079365079365
2020-41,0.5114650793650795
2020-42,0.5130365079365079
2020-43,0.5202761904761906
2020-44,0.5392841269841269
2020-45,0.4362507936507936
2020-46,0.5821682539682539
2020-47,0.5844238095238096
2020-48,0.6064238095238095
2020-49,0.6517507936507937
2020-50,0.7098333333333333
2020-51,0.7911857142857144
2020-52,0.6838666666666667
2020-53,0.5320222222222222
2021-01,0.5931253968253969
2021-02,0.4761841269841271
2021-03,0.4046666666666667
2021-04,0.4992952380952381
2021-05,0.5136968253968253
2021-06,0.5474809523809523
2021-07,0.43862539682539686
2021-08,0.6123920634920635
2021-09,0.5882587301587303
2021-10,0.6608492063492063
2021-11,0.6627603174603175
2021-12,0.6616317460317461
2021-13,0.5599000000000001
2021-14,0.6832682539682541
2021-15,0.7291825396825395
2021-16,0.6906492063492065
2021-17,0.7181349206349206
2021-18,0.7380952380952381
2021-19,0.7461539682539683
2021-20,0.7151714285714286
2021-21,0.6948190476190476
2021-22,0.6029793650793651
2021-23,0.7057222222222224
2021-24,0.6835682539682539
2021-25,0.6165222222222221
2021-26,0.7489793650793651
2021-27,0.8435492063492064
2021-28,0.8367634920634922
2021-29,0.9038698412698414
2021-30,0.9101126984126984
2021-31,0.8288825396825398
2021-32,0.9820936507936509
2021-33,0.9680761904761904
2021-34,0.9356301587301586
2021-35,0.9591301587301587
2021-36,1.0291619047619047
2021-37,1.0181079365079364
2021-38,1.0318222222222222
2021-39,1.0573603174603174
2021-40,1.0708666666666666
2021-41,1.0127253968253969
2021-42,1.0898253968253968
2021-43,1.1661984126984126
2021-44,1.0311698412698413
2021-45,0.7110460317460319
2021-46,1.0013111111111113
2021-47,1.1533603174603173
2021-48,1.1829952380952378
2021-49,1.299020634920635
2021-50,1.3876746031746034
2021-51,1.3619714285714284
2021-52,1.2718200000000002
