year_week,red
2020-07,0.9658124999999999
2020-08,1.0326619047619048
2020-09,1.1187317460317459
2020-10,1.1790063492063492
2020-11,1.1140031746031747
2020-12,1.036074603174603
2020-13,0.7644285714285715
2020-14,0.6186428571428572
2020-15,0.4287571428571429
2020-16,0.5608000000000001
2020-17,0.6204555555555556
2020-18,0.5570904761904762
2020-19,0.7012158730158731
2020-20,0.6903111111111111
2020-21,0.7141873015873016
2020-22,0.7615174603174604
2020-23,0.7600920634920634
2020-24,0.708715873015873
2020-25,0.6743476190476191
2020-26,0.6782000000000001
2020-27,0.7481841269841271
2020-28,0.7305619047619049
2020-29,0.7109206349206348
2020-30,0.7467746031746032
2020-31,0.757331746031746
2020-32,0.8010460317460318
2020-33,0.7977000000000001
2020-34,0.7925825396825397
2020-35,0.8203857142857143
2020-36,0.807715873015873
2020-37,0.7223063492063492
2020-38,0.7808333333333334
2020-39,0.5807555555555555
2020-40,0.669204761904762
2020-41,0.6232444444444444
2020-42,0.7171682539682539
2020-43,0.753288888888889
2020-44,0.7674619047619048
2020-45,0.7466793650793652
2020-46,0.698126984126984
2020-47,0.752373015873016
2020-48,0.8114904761904762
2020-49,0.8148047619047619
2020-50,0.8362095238095237
2020-51,0.905726984126984
2020-52,0.6062539682539683
2020-53,0.5042031746031747
2021-01,0.6994095238095238
2021-02,0.5795761904761905
2021-03,0.4909777777777778
2021-04,0.5182222222222223
2021-05,0.45600158730158735
2021-06,0.487231746031746
2021-07,0.501688888888889
2021-08,0.5807968253968253
2021-09,0.6214587301587302
2021-10,0.6382238095238096
2021-11,0.6722746031746033
2021-12,0.7428682539682541
2021-13,0.6230396825396827
2021-14,0.7196301587301587
2021-15,0.7321095238095239
2021-16,0.7600761904761903
2021-17,0.8199015873015875
2021-18,0.8640841269841271
2021-19,0.8617396825396825
2021-20,0.9429904761904763
2021-21,1.0445444444444445
2021-22,1.0728825396825397
2021-23,1.0737761904761904
2021-24,1.0194746031746031
2021-25,0.7980809523809524
2021-26,1.065809523809524
2021-27,1.0462349206349206
2021-28,0.9327619047619048
2021-29,0.8725936507936509
2021-30,0.9512555555555556
2021-31,0.967295238095238
2021-32,0.9196539682539682
2021-33,0.9547015873015873
2021-34,1.0329793650793648
2021-35,1.1121253968253968
2021-36,1.0081285714285715
2021-37,1.093215873015873
2021-38,1.1803619047619047
2021-39,1.2566904761904762
2021-40,1.1160587301587301
2021-41,1.2288111111111113
2021-42,1.2570349206349205
2021-43,1.3865317460317461
2021-44,1.410880952380952
2021-45,1.2652238095238093
2021-46,1.337230158730159
2021-47,1.394304761904762
2021-48,1.3876063492063493
2021-49,1.3408730158730162
2021-50,1.2569126984126984
2021-51,0.9896746031746032
2021-52,0.957628888888889
