year_week,red
2020-07,1.09225
2020-08,1.0810492063492063
2020-09,1.083190476190476
2020-10,1.1564412698412698
2020-11,0.7387190476190476
2020-12,0.6023126984126984
2020-13,0.23975714285714292
2020-14,0.2435793650793651
2020-15,0.25890317460317464
2020-16,0.27689523809523814
2020-17,0.2841142857142857
2020-18,0.32654444444444447
2020-19,0.3765920634920635
2020-20,0.3940142857142857
2020-21,0.37678571428571433
2020-22,0.17333968253968254
2020-23,0.37776190476190485
2020-24,0.3946349206349206
2020-25,0.4095634920634921
2020-26,0.4548682539682539
2020-27,0.5339269841269841
2020-28,0.5914349206349208
2020-29,0.6264873015873016
2020-30,0.6578285714285714
2020-31,0.6056238095238095
2020-32,0.6113317460317459
2020-33,0.7273523809523809
2020-34,0.6934730158730159
2020-35,0.7239047619047617
2020-36,0.7476936507936508
2020-37,0.7642142857142856
2020-38,0.7715238095238096
2020-39,0.7415587301587301
2020-40,0.7797571428571428
2020-41,0.759920634920635
2020-42,0.8551126984126983
2020-43,0.8618809523809522
2020-44,0.847684126984127
2020-45,0.8590222222222222
2020-46,0.8633349206349205
2020-47,0.8216015873015872
2020-48,0.8116365079365079
2020-49,0.8756936507936508
2020-50,0.8685888888888887
2020-51,0.894026984126984
2020-52,0.8588603174603174
2020-53,0.8213222222222222
2021-01,0.7278492063492064
2021-02,0.6565968253968254
2021-03,0.6280460317460317
2021-04,0.6392492063492065
2021-05,0.6459079365079365
2021-06,0.6732507936507937
2021-07,0.6242047619047619
2021-08,0.7378571428571428
2021-09,0.8300460317460318
2021-10,0.8475603174603175
2021-11,0.9041777777777777
2021-12,0.8661015873015873
2021-13,0.9394095238095239
2021-14,1.0213285714285714
2021-15,0.7708952380952381
2021-16,0.8326333333333332
2021-17,0.836109523809524
2021-18,0.8048873015873016
2021-19,0.7000555555555555
2021-20,0.9356349206349206
2021-21,1.0480936507936507
2021-22,1.16225873015873
2021-23,1.1637888888888885
2021-24,1.120025396825397
2021-25,1.0991571428571427
2021-26,1.111168253968254
2021-27,1.2503380952380954
2021-28,1.3136619047619047
2021-29,0.7733523809523809
2021-30,1.2125444444444444
2021-31,1.2706507936507936
2021-32,1.2277126984126985
2021-33,1.2617968253968255
2021-34,1.261688888888889
2021-35,1.3149095238095239
2021-36,1.3239380952380952
2021-37,1.3182031746031746
2021-38,1.3334793650793648
2021-39,1.4173555555555557
2021-40,1.4381714285714284
2021-41,1.475073015873016
2021-42,1.4095142857142855
2021-43,1.4913142857142856
2021-44,1.5438428571428573
2021-45,1.5487158730158728
2021-46,1.4714507936507937
2021-47,1.5763936507936511
2021-48,1.6087761904761906
2021-49,1.571784126984127
2021-50,1.5676317460317457
2021-51,1.507331746031746
2021-52,1.5538822222222222
