year_week,red
2020-07,1.0764624999999999
2020-08,0.997284126984127
2020-09,1.0193555555555556
2020-10,1.093726984126984
2020-11,1.0686603174603175
2020-12,0.8647698412698412
2020-13,0.5806015873015874
2020-14,0.5009555555555556
2020-15,0.49423809523809525
2020-16,0.46502539682539684
2020-17,0.49619682539682547
2020-18,0.47283492063492066
2020-19,0.6123539682539683
2020-20,0.6709587301587303
2020-21,0.6180920634920636
2020-22,0.7713428571428571
2020-23,0.8371031746031746
2020-24,0.8154555555555555
2020-25,0.8514999999999999
2020-26,0.7732111111111111
2020-27,0.9187809523809524
2020-28,0.9718984126984127
2020-29,0.9477714285714286
2020-30,0.9707984126984126
2020-31,0.8469714285714287
2020-32,0.9068746031746034
2020-33,1.0067857142857144
2020-34,0.9911650793650794
2020-35,1.0154349206349207
2020-36,1.085679365079365
2020-37,1.0979142857142858
2020-38,1.0867603174603173
2020-39,1.0307809523809524
2020-40,0.9994460317460316
2020-41,0.9477714285714286
2020-42,0.9692904761904763
2020-43,0.9193984126984126
2020-44,0.6650285714285714
2020-45,0.6355968253968253
2020-46,0.8416174603174603
2020-47,0.9037079365079366
2020-48,0.9606317460317461
2020-49,1.061338095238095
2020-50,1.0937079365079365
2020-51,1.1187730158730158
2020-52,0.993663492063492
2020-53,0.8884333333333334
2021-01,1.0445238095238096
2021-02,0.9358809523809525
2021-03,0.8908952380952382
2021-04,0.967220634920635
2021-05,1.025395238095238
2021-06,1.0215142857142858
2021-07,0.9794
2021-08,1.016331746031746
2021-09,1.086120634920635
2021-10,1.1294714285714285
2021-11,1.1309825396825397
2021-12,1.1532238095238097
2021-13,1.1716238095238094
2021-14,1.1358714285714284
2021-15,1.1921396825396824
2021-16,1.1937365079365079
2021-17,1.1968857142857143
2021-18,1.267726984126984
2021-19,1.1832285714285715
2021-20,1.3535571428571431
2021-21,1.4243380952380955
2021-22,1.5461888888888888
2021-23,1.5368047619047618
2021-24,1.396953968253968
2021-25,1.394001587301587
2021-26,1.5337111111111112
2021-27,1.6685111111111113
2021-28,1.6646301587301588
2021-29,1.3837269841269841
2021-30,1.6612539682539684
2021-31,1.7427873015873012
2021-32,1.7327920634920635
2021-33,1.6593650793650794
2021-34,1.6533349206349208
2021-35,1.7892349206349205
2021-36,1.873704761904762
2021-37,1.7521825396825395
2021-38,1.6959396825396824
2021-39,1.8136492063492062
2021-40,1.8801317460317464
2021-41,1.8924317460317461
2021-42,1.6752634920634921
2021-43,1.917036507936508
2021-44,1.9789888888888887
2021-45,2.089860317460317
2021-46,1.8951476190476189
2021-47,2.0253873015873016
2021-48,2.143084126984127
2021-49,2.199730158730158
2021-50,2.192884126984127
2021-51,2.090779365079365
2021-52,2.0444733333333334
