Day,people_vaccinated_per_hundred,one_dose_cumulative,one_dose_daily,people_fully_vaccinated_per_hundred,two_dose_cumulative,two_dose_daily
2020-12-19,0.0,0.0,9338.4,0.0,0.0,0.0
2020-12-20,0.08,9338.4,9338.4,0.0,0.0,0.0
2020-12-21,0.35,40855.49999999999,31517.09999999999,0.0,0.0,0.0
2020-12-22,0.83,96885.9,56030.4,0.0,0.0,0.0
2020-12-23,1.51,176262.30000000002,79376.40000000002,0.0,0.0,0.0
2020-12-24,2.3,268479.0,92216.69999999998,0.0,0.0,0.0
2020-12-25,2.71,316338.3,47859.29999999999,0.0,0.0,0.0
2020-12-26,3.06,357193.80000000005,40855.50000000006,0.0,0.0,0.0
2020-12-27,4.19,489098.70000000007,131904.90000000002,0.0,0.0,0.0
2020-12-28,5.64,658357.2,169258.49999999988,0.0,0.0,0.0
2020-12-29,7.32,854463.6,196106.40000000002,0.0,0.0,0.0
2020-12-30,8.97,1047068.1,192604.5,0.0,0.0,0.0
2020-12-31,10.67,1245509.1,198441.00000000012,0.0,0.0,0.0
2021-01-01,11.44,1335391.2,89882.09999999986,0.0,0.0,0.0
2021-01-02,12.21,1425273.3000000003,89882.10000000033,0.0,0.0,0.0
2021-01-03,13.83,1614375.9000000001,189102.59999999986,0.0,0.0,0.0
2021-01-04,15.46,1804645.8000000003,190269.90000000014,0.0,0.0,0.0
2021-01-05,16.81,1962231.3,157585.49999999977,0.0,0.0,0.0
2021-01-06,17.92,2091801.6000000003,129570.30000000028,0.0,0.0,0.0
2021-01-07,19.17,2237714.1,145912.49999999977,0.0,0.0,0.0
2021-01-08,19.88,2320592.4,82878.29999999981,0.0,0.0,0.0
2021-01-09,20.36,2376622.8,56030.39999999991,0.0,0.0,0.0
2021-01-10,20.77,2424482.1,47859.30000000028,0.07,8171.100000000001,8171.100000000001
2021-01-11,20.99,2450162.6999999997,25680.599999999627,0.27,31517.100000000002,23346.0
2021-01-12,21.25,2480512.5,30349.80000000028,0.66,77041.8,45524.7
2021-01-13,21.81,2545881.3,65368.799999999814,1.27,148247.1,71205.3
2021-01-14,22.42,2617086.6,71205.30000000028,2.01,234627.29999999996,86380.19999999995
2021-01-15,22.75,2655607.5,38520.89999999991,2.4,280152.0,45524.70000000004
2021-01-16,23.07,2692961.1,37353.60000000009,2.68,312836.4,32684.400000000023
2021-01-17,23.8,2778174.0,85212.8999999999,3.59,419060.7,106224.29999999999
2021-01-18,24.55,2865721.5,87547.5,4.88,569642.3999999999,150581.6999999999
2021-01-19,25.34,2957938.2,92216.70000000019,6.36,742402.8,172760.40000000014
2021-01-20,26.17,3054824.1000000006,96885.90000000037,7.91,923334.3,180931.5
2021-01-21,26.92,3142371.6,87547.49999999953,9.68,1129946.4,206612.09999999986
2021-01-22,27.33,3190230.9,47859.299999999814,10.45,1219828.5,89882.1000000001
2021-01-23,27.76,3240424.8000000003,50193.90000000037,11.02,1286364.5999999999,66536.09999999986
2021-01-24,28.5,3326804.9999999995,86380.19999999925,12.54,1463794.1999999997,177429.59999999986
2021-01-25,29.37,3428360.1,101555.10000000056,14.04,1638889.2,175095.00000000023
2021-01-26,30.22,3527580.5999999996,99220.49999999953,15.4,1797642.0,158752.80000000005
2021-01-27,31.05,3624466.5,96885.90000000037,16.74,1954060.2,156418.19999999995
2021-01-28,31.91,3724854.3,100387.79999999981,18.15,2118649.5,164589.30000000005
2021-01-29,32.3,3770378.9999999995,45524.69999999972,18.84,2199193.2,80543.70000000019
2021-01-30,32.67,3813569.1,43190.10000000056,19.3,2252889.0,53695.799999999814
2021-01-31,33.46,3905785.8000000003,92216.70000000019,19.95,2328763.5,75874.5
2021-02-01,34.35,4009675.5000000005,103889.70000000019,20.33,2373120.9,44357.39999999991
2021-02-02,35.1,4097223.0000000005,87547.5,20.66,2411641.8000000003,38520.90000000037
2021-02-03,35.75,4173097.5,75874.49999999953,21.21,2475843.3000000003,64201.5
2021-02-04,36.53,4264146.9,91049.40000000037,21.84,2549383.2,73539.8999999999
2021-02-05,36.9,4307337.0,43190.09999999963,22.15,2585569.4999999995,36186.29999999935
2021-02-06,37.13,4334184.9,26847.900000000373,22.39,2613584.7,28015.200000000652
2021-02-07,37.71,4401888.3,67703.39999999944,23.13,2699964.9,86380.19999999972
2021-02-08,38.34,4475428.2,73539.90000000037,23.83,2781675.9,81711.0
2021-02-09,39.06,4559473.8,84045.59999999963,24.56,2866888.8,85212.8999999999
2021-02-10,39.82,4648188.6,88714.79999999981,25.33,2956770.8999999994,89882.09999999963
2021-02-11,40.69,4749743.7,101555.10000000056,26.11,3047820.3,91049.40000000037
2021-02-12,41.11,4798770.3,49026.59999999963,26.51,3094512.3,46692.0
2021-02-13,41.41,4833789.3,35019.0,26.84,3133033.1999999997,38520.89999999991
2021-02-14,42.21,4927173.300000001,93384.00000000093,27.58,3219413.4,86380.20000000019
2021-02-15,43.09,5029895.700000001,102722.40000000037,28.4,3315131.9999999995,95718.59999999963
2021-02-16,43.99,5134952.7,105056.99999999907,29.24,3413185.1999999997,98053.20000000019
