Day,one_dose_daily,two_dose_daily
2020-12-14,939.0285714285714,0.0
2020-12-15,939.0285714285714,0.0
2020-12-16,939.0285714285714,0.0
2020-12-17,939.0285714285716,0.0
2020-12-18,939.028571428571,0.0
2020-12-19,939.0285714285716,0.0
2020-12-20,939.028571428572,0.0
2020-12-21,939.028571428572,0.0
2020-12-22,3943.92,0.0
2020-12-23,3943.9199999999983,0.0
2020-12-24,3943.920000000004,0.0
2020-12-25,3943.9199999999983,0.0
2020-12-26,3943.920000000002,0.0
2020-12-27,3943.920000000002,0.0
2020-12-28,3943.920000000002,0.0
2020-12-29,3943.919999999991,0.0
2020-12-30,3943.9200000000055,0.0
2020-12-31,3943.9200000000055,0.0
2021-01-01,6573.199999999997,0.0
2021-01-02,6573.199999999997,0.0
2021-01-03,6573.199999999997,0.0
2021-01-04,6573.199999999997,0.0
2021-01-05,6573.200000000012,0.0
2021-01-06,6573.199999999983,0.0
2021-01-07,8545.160000000018,0.0
2021-01-08,8545.159999999989,0.0
2021-01-09,8545.160000000003,0.0
2021-01-10,8545.160000000003,0.0
2021-01-11,8545.160000000003,0.0
2021-01-12,6162.374999999985,0.0
2021-01-13,6162.375,0.0
2021-01-14,6162.375000000029,0.0
2021-01-15,6162.375,0.0
2021-01-16,6162.374999999971,0.0
2021-01-17,6162.375000000029,0.0
2021-01-18,6162.374999999971,0.0
2021-01-19,6162.375000000029,0.0
2021-01-20,11831.75999999998,0.0
2021-01-21,11831.75999999998,0.0
2021-01-22,11831.760000000038,0.0
2021-01-23,11831.75999999998,0.0
2021-01-24,11831.75999999998,0.0
2021-01-25,18487.12500000003,0.0
2021-01-26,18487.125,0.0
2021-01-27,18487.125,0.0
2021-01-28,18487.125,0.0
2021-01-29,18487.125,0.0
2021-01-30,18487.12499999994,0.0
2021-01-31,18487.12500000006,0.0
2021-02-01,18487.12499999994,0.0
2021-02-02,13968.049999999988,0.0
2021-02-03,13968.049999999988,0.0
2021-02-04,13968.050000000105,0.0
2021-02-05,13968.049999999988,0.0
2021-02-06,6746.178947368462,0.0
2021-02-07,6746.178947368404,0.0
2021-02-08,6746.178947368404,0.0
2021-02-09,6746.178947368346,0.0
2021-02-10,6746.178947368462,0.0
2021-02-11,6746.178947368462,0.0
2021-02-12,6746.178947368404,0.0
2021-02-13,6746.178947368404,0.0
2021-02-14,6746.178947368404,0.0
2021-02-15,6746.178947368462,0.0
2021-02-16,6746.178947368462,0.0
2021-02-17,6746.178947368404,0.0
2021-02-18,6746.178947368404,0.0
2021-02-19,6746.178947368404,0.0
2021-02-20,6746.178947368404,0.0
2021-02-21,6746.17894736852,0.0
2021-02-22,6746.178947368288,0.0
2021-02-23,6746.178947368404,0.0
2021-02-24,6746.178947368404,5477.666666666672
2021-02-25,3286.5999999999767,5477.666666666672
2021-02-26,3286.600000000093,5477.666666666657
2021-02-27,3286.5999999999767,5477.666666666672
2021-02-28,3286.600000000093,5477.666666666664
2021-03-01,3286.5999999999767,5477.666666666664
2021-03-02,3286.5999999999767,5477.666666666672
2021-03-03,7668.733333333395,16433.000000000015
2021-03-04,7668.733333333279,16433.0
2021-03-05,7668.733333333395,16433.0
2021-03-06,5915.880000000005,13803.719999999972
2021-03-07,5915.879999999888,13803.72
2021-03-08,5915.880000000005,13803.72
2021-03-09,5915.880000000005,13803.72000000003
2021-03-10,5915.880000000005,13803.719999999972
2021-03-11,3286.5999999999767,6573.200000000012
2021-03-12,3286.5999999999767,6573.199999999983
2021-03-13,3286.5999999999767,6573.200000000041
2021-03-14,3286.600000000093,6573.199999999983
2021-03-15,3286.5999999999767,6573.200000000012
2021-03-16,7394.849999999977,17665.475000000006
2021-03-17,7394.849999999977,17665.474999999977
2021-03-18,7394.849999999977,17665.474999999977
2021-03-19,7394.849999999977,17665.475000000035
2021-03-20,7394.850000000093,17665.475000000035
2021-03-21,7394.849999999977,17665.47499999992
