Day,people_vaccinated_per_hundred,one_dose_cumulative,one_dose_daily,people_fully_vaccinated_per_hundred,two_dose_cumulative,two_dose_daily
2020-12-13,0.01,10958.1,0.0,0.0,0.0,0.0
2020-12-14,0.01,10958.1,0.0,0.0,0.0,0.0
2020-12-15,0.02,21916.2,10958.1,0.0,0.0,0.0
2020-12-16,0.07,76706.70000000001,54790.500000000015,0.0,0.0,0.0
2020-12-17,0.15,164371.5,87664.79999999999,0.0,0.0,0.0
2020-12-18,0.27,295868.7,131497.2,0.0,0.0,0.0
2020-12-19,0.32,350659.2,54790.5,0.0,0.0,0.0
2020-12-20,0.35,383533.49999999994,32874.29999999993,0.0,0.0,0.0
2020-12-21,0.47,515030.69999999995,131497.2,0.0,0.0,0.0
2020-12-22,0.6,657486.0,142455.30000000005,0.0,0.0,0.0
2020-12-23,0.77,843773.7000000001,186287.70000000007,0.0,0.0,0.0
2020-12-24,0.83,909522.3,65748.59999999998,0.01,10958.1,10958.1
2020-12-25,0.83,909522.3,0.0,0.01,10958.1,0.0
2020-12-26,0.87,953354.7,43832.39999999991,0.01,10958.1,0.0
2020-12-27,0.9,986229.0000000001,32874.30000000016,0.01,10958.1,0.0
2020-12-28,1.07,1172516.7000000002,186287.70000000007,0.01,10958.1,0.0
2020-12-29,1.28,1402636.8,230120.09999999986,0.01,10958.1,0.0
2020-12-30,1.53,1676589.3,273952.5,0.01,10958.1,0.0
2020-12-31,1.65,1808086.5,131497.19999999995,0.01,10958.1,0.0
2021-01-01,1.68,1840960.7999999998,32874.299999999814,0.01,10958.1,0.0
2021-01-02,1.76,1928625.6,87664.80000000028,0.01,10958.1,0.0
2021-01-03,1.8,1972458.0000000002,43832.40000000014,0.02,21916.2,10958.1
2021-01-04,1.98,2169703.8,197245.79999999958,0.03,32874.299999999996,10958.099999999995
2021-01-05,2.19,2399823.9,230120.1000000001,0.06,65748.59999999999,32874.299999999996
2021-01-06,2.44,2673776.4,273952.5,0.11,120539.1,54790.500000000015
2021-01-07,2.7,2958687.0000000005,284910.60000000056,0.19,208203.9,87664.79999999999
2021-01-08,2.96,3243597.6,284910.5999999996,0.3,328743.0,120539.1
2021-01-09,3.07,3364136.6999999997,120539.09999999963,0.34,372575.4,43832.40000000002
2021-01-10,3.12,3418927.2,54790.500000000466,0.36,394491.6,21916.199999999953
2021-01-11,3.34,3660005.4,241078.19999999972,0.46,504072.6,109581.0
2021-01-12,3.62,3966832.2,306826.8000000003,0.55,602695.5000000001,98622.90000000014
2021-01-13,3.93,4306533.3,339701.0999999996,0.63,690360.3,87664.79999999993
2021-01-14,4.27,4679108.699999999,372575.39999999944,0.67,734192.7000000001,43832.40000000002
2021-01-15,4.61,5051684.100000001,372575.4000000013,0.71,778025.1,43832.39999999991
2021-01-16,4.78,5237971.8,186287.69999999925,0.73,799941.3,21916.20000000007
2021-01-17,4.86,5325636.600000001,87664.80000000075,0.74,810899.4,10958.099999999977
2021-01-18,5.05,5533840.5,208203.89999999944,0.81,887606.1000000001,76706.70000000007
2021-01-19,5.34,5851625.399999999,317784.89999999944,0.92,1008145.2,120539.09999999986
2021-01-20,5.69,6235158.9,383533.50000000093,1.04,1139642.4,131497.19999999995
