Day,people_vaccinated_per_hundred,one_dose_cumulative,one_dose_daily,people_fully_vaccinated_per_hundred,two_dose_cumulative,two_dose_daily
2020-12-27,0.01,652.5,0.0,0.0,0.0,0.0
2020-12-28,0.01,652.5,0.0,0.0,0.0,0.0
2020-12-29,0.02,1305.0,652.5,0.0,0.0,0.0
2020-12-30,0.02,1305.0,0.0,0.0,0.0,0.0
2020-12-31,0.07,4567.500000000001,3262.500000000001,0.0,0.0,0.0
2021-01-01,0.09,5872.5,1304.999999999999,0.0,0.0,0.0
2021-01-02,0.15,9787.5,3915.0,0.0,0.0,0.0
2021-01-03,0.21,13702.5,3915.0,0.0,0.0,0.0
2021-01-04,0.33,21532.5,7830.0,0.0,0.0,0.0
2021-01-05,0.46,30015.0,8482.5,0.0,0.0,0.0
2021-01-06,0.57,37192.49999999999,7177.499999999993,0.0,0.0,0.0
2021-01-07,0.72,46980.0,9787.500000000007,0.0,0.0,0.0
2021-01-08,0.88,57420.0,10440.0,0.0,0.0,0.0
2021-01-09,1.03,67207.5,9787.5,0.0,0.0,0.0
2021-01-10,1.13,73732.5,6525.0,0.0,0.0,0.0
2021-01-11,1.26,82215.0,8482.5,0.0,0.0,0.0
2021-01-12,1.4,91349.99999999999,9134.999999999985,0.0,0.0,0.0
2021-01-13,1.56,101790.0,10440.000000000015,0.0,0.0,0.0
2021-01-14,1.72,112230.0,10440.0,0.0,0.0,0.0
2021-01-15,1.87,122017.50000000001,9787.500000000015,0.0,0.0,0.0
2021-01-16,1.98,129194.99999999999,7177.499999999971,0.0,0.0,0.0
2021-01-17,2.04,133110.0,3915.0000000000146,0.0,0.0,0.0
2021-01-18,2.1,137025.0,3915.0,0.01,652.5,652.5
2021-01-19,2.15,140287.5,3262.5,0.02,1305.0,652.5
2021-01-20,2.2,143550.0,3262.5,0.02,1305.0,0.0
2021-01-21,2.23,145507.5,1957.5,0.06,3914.9999999999995,2609.9999999999995
2021-01-22,2.25,146812.5,1305.0,0.08,5220.0,1305.0000000000005
2021-01-23,2.26,147465.0,652.5,0.14,9135.000000000002,3915.000000000002
2021-01-24,2.26,147465.0,0.0,0.19,12397.5,3262.499999999998
2021-01-25,2.27,148117.5,652.5,0.29,18922.5,6525.0
2021-01-26,2.28,148769.99999999997,652.4999999999709,0.42,27405.0,8482.5
2021-01-27,2.29,149422.5,652.5000000000291,0.53,34582.5,7177.5
2021-01-28,2.3,150075.0,652.5,0.68,44370.0,9787.5
2021-01-29,2.31,150727.5,652.5,0.83,54157.5,9787.5
2021-01-30,2.31,150727.5,0.0,0.98,63945.0,9787.5
2021-01-31,2.32,151380.0,652.5,1.07,69817.50000000001,5872.500000000015
2021-02-01,2.33,152032.5,652.5,1.21,78952.5,9134.999999999985
2021-02-02,2.34,152684.99999999997,652.4999999999709,1.34,87435.0,8482.5
2021-02-03,2.35,153337.5,652.5000000000291,1.49,97222.5,9787.5
2021-02-04,2.37,154642.50000000003,1305.000000000029,1.65,107662.5,10440.0
2021-02-05,2.4,156600.0,1957.499999999971,1.8,117450.00000000001,9787.500000000015
2021-02-06,2.43,158557.5,1957.5,1.91,124627.5,7177.499999999985
2021-02-07,2.44,159210.0,652.5,1.96,127890.0,3262.5
2021-02-08,2.49,162472.5,3262.5,2.03,132457.5,4567.5
2021-02-09,2.55,166387.5,3915.0,2.08,135720.0,3262.5
2021-02-10,2.62,170955.0,4567.5,2.13,138982.5,3262.5
2021-02-11,2.71,176827.5,5872.5,2.16,140940.0,1957.5
2021-02-12,2.81,183352.5,6525.0,2.19,142897.5,1957.5
2021-02-13,2.89,188572.5,5220.0,2.2,143550.0,652.5
2021-02-14,2.93,191182.50000000003,2610.000000000029,2.2,143550.0,0.0
2021-02-15,3.03,197707.49999999997,6524.999999999942,2.21,144202.5,652.5
